post_id,timestamp,risk_level,confidence,prob_high,prob_medium,prob_low,needs_review,method
,2013-07-02,medium,0.016,0.333,0.349,0.318,True,embedding
,2015-04-29,high,0.004,0.34,0.323,0.336,True,embedding
,2016-06-21,low,0.004,0.324,0.336,0.34,True,embedding
,2011-05-29,low,0.006,0.332,0.331,0.338,True,embedding
,2011-11-24,high,0.023,0.354,0.315,0.331,True,embedding
,2009-09-19,medium,0.034,0.322,0.356,0.322,True,embedding
,2012-04-11,low,0.006,0.333,0.328,0.339,True,embedding
,2009-08-11,medium,0.024,0.322,0.351,0.327,True,embedding
,2016-12-27,medium,0.001,0.325,0.338,0.337,True,embedding
,2015-12-09,medium,0.003,0.335,0.338,0.327,True,embedding
,2016-03-09,high,0.007,0.345,0.317,0.338,True,embedding
,2017-12-09,medium,0.011,0.335,0.346,0.319,True,embedding
,2017-02-18,high,0.028,0.357,0.314,0.329,True,embedding
,2016-01-20,medium,0.004,0.338,0.342,0.32,True,embedding
,2016-03-28,medium,0.01,0.333,0.343,0.324,True,embedding
,2009-08-21,low,0.006,0.35,0.294,0.356,True,embedding
,2016-03-26,medium,0.013,0.324,0.344,0.331,True,embedding
,2012-12-01,high,0.015,0.346,0.323,0.331,True,embedding
,2011-12-29,medium,0.019,0.333,0.352,0.315,True,embedding
,2014-07-05,low,0.077,0.337,0.249,0.414,True,embedding
,2016-06-05,high,0.008,0.34,0.332,0.329,True,embedding
,2014-06-11,low,0.106,0.321,0.252,0.427,True,embedding
,2009-06-09,low,0.008,0.351,0.29,0.359,True,embedding
,2010-02-28,medium,0.026,0.322,0.352,0.326,True,embedding
,2016-01-06,medium,0.022,0.332,0.354,0.314,True,embedding
,2014-03-08,medium,0.066,0.318,0.384,0.298,True,embedding
,2016-03-10,high,0.004,0.344,0.316,0.34,True,embedding
,2017-05-30,low,0.008,0.331,0.33,0.339,True,embedding
,2017-04-18,low,0.068,0.306,0.313,0.381,True,embedding
,2017-05-30,high,0.0,0.34,0.32,0.34,True,embedding
,2017-04-13,medium,0.005,0.327,0.339,0.334,True,embedding
,2014-09-19,low,0.013,0.33,0.327,0.343,True,embedding
,2016-01-31,medium,0.015,0.321,0.347,0.332,True,embedding
,2013-05-16,medium,0.049,0.309,0.37,0.321,True,embedding
,2013-07-03,medium,0.014,0.333,0.347,0.32,True,embedding
,2016-04-30,high,0.007,0.342,0.335,0.323,True,embedding
,2017-08-10,medium,0.029,0.321,0.354,0.325,True,embedding
,2016-09-04,medium,0.011,0.339,0.35,0.312,True,embedding
,2014-03-17,medium,0.001,0.336,0.337,0.326,True,embedding
,2016-04-25,low,0.005,0.331,0.332,0.337,True,embedding
,2016-09-08,low,0.014,0.322,0.332,0.346,True,embedding
,2015-08-09,medium,0.042,0.322,0.364,0.313,True,embedding
,2009-08-16,low,0.002,0.334,0.33,0.336,True,embedding
,2014-10-01,medium,0.006,0.336,0.342,0.322,True,embedding
,2009-09-07,medium,0.025,0.326,0.351,0.324,True,embedding
,2016-04-19,low,0.009,0.332,0.327,0.341,True,embedding
,2017-11-25,high,0.001,0.338,0.337,0.325,True,embedding
,2013-05-19,high,0.015,0.344,0.327,0.329,True,embedding
,2017-01-25,medium,0.004,0.328,0.338,0.334,True,embedding
,2017-03-05,low,0.019,0.329,0.323,0.348,True,embedding
,2017-05-28,medium,0.017,0.324,0.347,0.33,True,embedding
,2010-03-03,high,0.012,0.343,0.331,0.326,True,embedding
,2010-07-13,low,0.013,0.323,0.332,0.345,True,embedding
,2008-12-10,medium,0.039,0.336,0.375,0.289,True,embedding
,2013-03-18,low,0.026,0.327,0.32,0.353,True,embedding
,2016-09-13,high,0.021,0.349,0.328,0.323,True,embedding
,2013-08-28,medium,0.009,0.337,0.346,0.318,True,embedding
,2015-10-13,low,0.001,0.333,0.333,0.334,True,embedding
,2008-08-28,low,0.009,0.341,0.31,0.35,True,embedding
,2017-03-24,medium,0.002,0.341,0.343,0.316,True,embedding
,2009-09-16,low,0.004,0.324,0.336,0.34,True,embedding
,2012-11-15,medium,0.006,0.335,0.341,0.324,True,embedding
,2014-03-29,medium,0.009,0.333,0.342,0.325,True,embedding
,2015-10-03,low,0.021,0.329,0.321,0.35,True,embedding
,2016-06-19,high,0.002,0.338,0.326,0.336,True,embedding
,2015-11-10,low,0.017,0.331,0.322,0.348,True,embedding
,2017-02-22,low,0.029,0.332,0.306,0.361,True,embedding
,2013-08-02,low,0.012,0.334,0.321,0.346,True,embedding
,2017-03-28,low,0.006,0.317,0.339,0.345,True,embedding
,2009-08-10,low,0.039,0.321,0.319,0.36,True,embedding
,2009-01-04,low,0.017,0.343,0.297,0.36,True,embedding
,2011-04-13,low,0.02,0.324,0.328,0.348,True,embedding
,2013-06-05,low,0.016,0.336,0.312,0.352,True,embedding
,2008-02-25,low,0.006,0.352,0.29,0.358,True,embedding
,2017-03-08,low,0.033,0.313,0.327,0.36,True,embedding
,2016-08-01,high,0.012,0.342,0.33,0.328,True,embedding
,2016-05-27,high,0.01,0.341,0.331,0.328,True,embedding
,2016-10-12,low,0.011,0.335,0.318,0.346,True,embedding
,2012-09-19,medium,0.005,0.332,0.337,0.33,True,embedding
,2014-08-06,high,0.029,0.357,0.328,0.315,True,embedding
,2010-08-13,medium,0.044,0.307,0.368,0.324,True,embedding
,2012-11-23,medium,0.009,0.325,0.342,0.333,True,embedding
,2012-10-23,low,0.005,0.343,0.309,0.348,True,embedding
,2016-06-22,medium,0.008,0.331,0.339,0.331,True,embedding
,2008-04-28,low,0.014,0.339,0.308,0.353,True,embedding
,2013-06-25,medium,0.009,0.332,0.341,0.327,True,embedding
,2009-12-05,medium,0.01,0.334,0.344,0.322,True,embedding
,2012-03-22,medium,0.006,0.335,0.341,0.324,True,embedding
,2014-09-18,low,0.023,0.333,0.311,0.356,True,embedding
,2017-10-05,low,0.012,0.332,0.324,0.344,True,embedding
,2012-03-09,low,0.004,0.345,0.306,0.349,True,embedding
,2016-03-01,low,0.013,0.347,0.293,0.36,True,embedding
,2015-12-11,low,0.006,0.316,0.339,0.345,True,embedding
,2016-05-18,low,0.019,0.327,0.327,0.346,True,embedding
,2008-11-19,high,0.004,0.337,0.333,0.331,True,embedding
,2015-10-21,medium,0.021,0.319,0.351,0.33,True,embedding
,2017-06-26,medium,0.002,0.334,0.336,0.33,True,embedding
,2009-05-11,high,0.001,0.339,0.323,0.338,True,embedding
,2008-11-19,low,0.007,0.329,0.332,0.339,True,embedding
,2011-08-24,medium,0.013,0.333,0.346,0.322,True,embedding
,2015-06-18,medium,0.004,0.333,0.337,0.33,True,embedding
,2011-02-04,high,0.014,0.351,0.312,0.337,True,embedding
,2011-07-26,low,0.01,0.328,0.331,0.341,True,embedding
,2014-02-20,low,0.008,0.333,0.325,0.341,True,embedding
,2009-11-02,medium,0.046,0.314,0.366,0.32,True,embedding
,2013-08-20,low,0.025,0.323,0.326,0.351,True,embedding
,2013-11-05,high,0.007,0.339,0.329,0.332,True,embedding
,2016-10-03,medium,0.006,0.306,0.35,0.344,True,embedding
,2017-04-11,medium,0.002,0.327,0.338,0.336,True,embedding
,2014-12-23,medium,0.003,0.327,0.338,0.335,True,embedding
,2008-03-15,low,0.012,0.33,0.327,0.342,True,embedding
,2015-03-29,high,0.005,0.337,0.33,0.332,True,embedding
,2008-04-25,low,0.022,0.344,0.29,0.366,True,embedding
,2009-11-03,medium,0.041,0.317,0.362,0.321,True,embedding
,2009-10-03,high,0.002,0.348,0.306,0.346,True,embedding
,2016-02-24,medium,0.021,0.327,0.348,0.324,True,embedding
,2017-06-13,medium,0.014,0.333,0.347,0.32,True,embedding
,2015-10-23,low,0.041,0.321,0.317,0.362,True,embedding
,2011-08-01,medium,0.012,0.337,0.349,0.315,True,embedding
,2009-04-26,medium,0.013,0.336,0.349,0.314,True,embedding
,2011-10-26,medium,0.015,0.327,0.344,0.329,True,embedding
,2016-11-03,medium,0.009,0.335,0.344,0.321,True,embedding
,2015-10-30,high,0.018,0.352,0.334,0.314,True,embedding
,2016-01-16,low,0.005,0.335,0.326,0.34,True,embedding
,2017-06-11,low,0.006,0.308,0.343,0.349,True,embedding
,2016-10-24,low,0.005,0.344,0.307,0.349,True,embedding
,2016-07-11,medium,0.007,0.327,0.34,0.333,True,embedding
,2013-08-12,medium,0.011,0.322,0.345,0.334,True,embedding
,2011-09-15,medium,0.024,0.325,0.349,0.325,True,embedding
,2011-09-20,medium,0.01,0.33,0.34,0.33,True,embedding
,2013-10-27,low,0.026,0.34,0.294,0.366,True,embedding
,2009-07-12,high,0.005,0.339,0.326,0.334,True,embedding
,2011-04-27,high,0.007,0.348,0.312,0.341,True,embedding
,2010-08-15,low,0.023,0.329,0.32,0.352,True,embedding
,2016-12-23,low,0.027,0.325,0.322,0.352,True,embedding
,2011-03-21,medium,0.019,0.325,0.347,0.328,True,embedding
,2016-07-13,low,0.009,0.329,0.331,0.34,True,embedding
,2016-05-16,medium,0.002,0.326,0.338,0.336,True,embedding
,2010-05-31,medium,0.01,0.339,0.349,0.312,True,embedding
,2013-10-13,medium,0.012,0.308,0.352,0.34,True,embedding
,2014-02-18,high,0.004,0.34,0.324,0.336,True,embedding
,2015-04-08,medium,0.007,0.336,0.343,0.321,True,embedding
,2015-07-22,high,0.003,0.338,0.326,0.335,True,embedding
,2010-04-03,high,0.028,0.356,0.328,0.316,True,embedding
,2017-02-19,medium,0.012,0.332,0.344,0.324,True,embedding
,2012-10-12,low,0.035,0.327,0.312,0.362,True,embedding
,2016-07-12,medium,0.004,0.338,0.342,0.32,True,embedding
,2014-01-21,high,0.0,0.335,0.335,0.33,True,embedding
,2009-01-16,low,0.016,0.329,0.325,0.345,True,embedding
,2013-03-20,low,0.01,0.344,0.302,0.354,True,embedding
,2012-11-15,low,0.081,0.31,0.299,0.391,True,embedding
,2015-02-27,low,0.025,0.332,0.311,0.357,True,embedding
,2015-07-24,high,0.0,0.338,0.338,0.324,True,embedding
,2012-02-05,low,0.033,0.325,0.317,0.358,True,embedding
,2016-11-28,medium,0.019,0.321,0.349,0.33,True,embedding
,2015-04-23,low,0.013,0.326,0.33,0.343,True,embedding
,2009-02-19,low,0.021,0.33,0.319,0.351,True,embedding
,2017-02-19,high,0.003,0.35,0.347,0.303,True,embedding
,2014-12-11,low,0.003,0.337,0.323,0.34,True,embedding
,2017-02-03,high,0.023,0.349,0.325,0.326,True,embedding
,2016-07-18,high,0.001,0.337,0.336,0.327,True,embedding
,2014-12-29,medium,0.038,0.334,0.372,0.295,True,embedding
,2013-07-27,low,0.01,0.338,0.315,0.348,True,embedding
,2011-12-01,high,0.01,0.341,0.331,0.328,True,embedding
,2008-10-11,low,0.011,0.33,0.329,0.341,True,embedding
,2008-10-29,low,0.008,0.362,0.268,0.37,True,embedding
,2017-03-10,medium,0.006,0.326,0.34,0.334,True,embedding
,2012-11-27,high,0.004,0.347,0.31,0.343,True,embedding
,2015-12-12,low,0.031,0.327,0.315,0.358,True,embedding
,2016-05-09,high,0.008,0.34,0.332,0.328,True,embedding
,2012-06-11,high,0.001,0.344,0.343,0.312,True,embedding
,2016-05-12,low,0.052,0.324,0.3,0.376,True,embedding
,2015-12-13,medium,0.009,0.335,0.344,0.32,True,embedding
,2016-04-02,medium,0.029,0.333,0.362,0.305,True,embedding
,2009-09-23,medium,0.013,0.322,0.345,0.332,True,embedding
,2008-02-25,low,0.027,0.335,0.303,0.362,True,embedding
,2016-05-27,high,0.01,0.341,0.331,0.328,True,embedding
,2016-08-19,high,0.012,0.353,0.306,0.341,True,embedding
,2014-08-03,high,0.008,0.341,0.333,0.325,True,embedding
,2012-03-05,medium,0.008,0.322,0.343,0.335,True,embedding
,2016-03-28,medium,0.002,0.324,0.339,0.337,True,embedding
,2009-10-04,low,0.015,0.323,0.331,0.346,True,embedding
,2017-04-03,high,0.002,0.34,0.321,0.338,True,embedding
,2017-06-25,medium,0.012,0.324,0.344,0.332,True,embedding
,2017-08-20,high,0.023,0.353,0.318,0.33,True,embedding
,2008-06-23,high,0.0,0.335,0.33,0.335,True,embedding
,2011-09-01,low,0.045,0.328,0.298,0.373,True,embedding
,2010-08-12,high,0.02,0.351,0.318,0.331,True,embedding
,2016-11-07,medium,0.001,0.337,0.338,0.325,True,embedding
,2009-12-24,medium,0.016,0.324,0.346,0.33,True,embedding
,2017-04-25,low,0.046,0.32,0.314,0.366,True,embedding
,2017-08-30,high,0.013,0.355,0.303,0.342,True,embedding
,2016-12-12,low,0.007,0.333,0.327,0.34,True,embedding
,2017-03-06,high,0.023,0.352,0.319,0.329,True,embedding
,2008-10-07,low,0.008,0.326,0.333,0.341,True,embedding
,2008-03-27,high,0.001,0.335,0.334,0.332,True,embedding
,2016-04-07,low,0.047,0.321,0.311,0.368,True,embedding
,2016-09-23,medium,0.042,0.324,0.366,0.31,True,embedding
,2016-07-19,high,0.048,0.376,0.328,0.296,True,embedding
,2012-06-22,medium,0.003,0.33,0.337,0.334,True,embedding
,2015-03-20,high,0.028,0.356,0.316,0.328,True,embedding
,2016-08-20,medium,0.014,0.341,0.355,0.304,True,embedding
,2016-05-28,medium,0.003,0.328,0.337,0.334,True,embedding
,2016-09-20,medium,0.002,0.327,0.337,0.335,True,embedding
,2009-08-31,low,0.009,0.319,0.336,0.345,True,embedding
,2015-10-12,high,0.008,0.34,0.332,0.328,True,embedding
,2011-01-11,low,0.014,0.338,0.31,0.352,True,embedding
,2009-02-25,low,0.025,0.328,0.319,0.353,True,embedding
,2011-10-04,low,0.04,0.318,0.321,0.361,True,embedding
,2011-07-24,high,0.001,0.341,0.319,0.34,True,embedding
,2009-06-02,medium,0.013,0.335,0.348,0.316,True,embedding
,2017-05-13,medium,0.001,0.334,0.335,0.331,True,embedding
,2012-04-13,medium,0.017,0.325,0.346,0.329,True,embedding
,2016-11-07,high,0.003,0.338,0.335,0.327,True,embedding
,2017-03-20,high,0.014,0.354,0.306,0.34,True,embedding
,2009-10-06,medium,0.0,0.306,0.347,0.347,True,embedding
,2012-09-01,medium,0.026,0.327,0.353,0.32,True,embedding
,2016-12-31,low,0.028,0.341,0.29,0.369,True,embedding
,2014-05-10,high,0.001,0.337,0.327,0.336,True,embedding
,2010-02-12,low,0.005,0.329,0.333,0.338,True,embedding
,2011-08-25,medium,0.013,0.332,0.345,0.323,True,embedding
,2011-07-23,low,0.014,0.333,0.32,0.347,True,embedding
,2017-02-07,high,0.023,0.354,0.314,0.331,True,embedding
,2011-11-25,high,0.01,0.343,0.324,0.333,True,embedding
,2016-04-11,high,0.021,0.352,0.331,0.317,True,embedding
,2011-04-04,high,0.011,0.344,0.323,0.333,True,embedding
,2012-11-19,high,0.021,0.351,0.319,0.33,True,embedding
,2012-12-24,medium,0.005,0.336,0.341,0.323,True,embedding
,2017-09-14,high,0.048,0.366,0.318,0.316,True,embedding
,2016-05-17,high,0.008,0.34,0.332,0.328,True,embedding
,2009-07-27,high,0.004,0.337,0.33,0.333,True,embedding
,2016-01-04,high,0.015,0.344,0.329,0.327,True,embedding
,2011-07-05,high,0.026,0.357,0.312,0.331,True,embedding
,2010-05-20,high,0.004,0.343,0.319,0.339,True,embedding
,2010-05-15,high,0.015,0.347,0.321,0.332,True,embedding
,2017-10-28,medium,0.007,0.327,0.34,0.333,True,embedding
,2010-04-03,low,0.028,0.332,0.308,0.36,True,embedding
,2009-11-29,medium,0.039,0.32,0.359,0.32,True,embedding
,2016-07-30,medium,0.002,0.334,0.336,0.329,True,embedding
,2010-08-13,high,0.015,0.351,0.336,0.314,True,embedding
,2015-10-12,low,0.001,0.328,0.336,0.337,True,embedding
,2017-02-22,high,0.014,0.351,0.312,0.337,True,embedding
,2008-03-20,low,0.007,0.321,0.336,0.343,True,embedding
,2012-09-11,high,0.008,0.339,0.33,0.331,True,embedding
,2010-06-24,high,0.029,0.357,0.328,0.315,True,embedding
,2013-03-03,high,0.006,0.339,0.333,0.329,True,embedding
,2013-04-29,medium,0.011,0.332,0.343,0.325,True,embedding
,2011-12-17,low,0.017,0.323,0.33,0.347,True,embedding
,2012-12-26,medium,0.009,0.331,0.34,0.329,True,embedding
,2014-08-13,low,0.015,0.33,0.326,0.345,True,embedding
,2009-06-17,high,0.048,0.375,0.327,0.298,True,embedding
,2009-07-24,high,0.017,0.348,0.321,0.331,True,embedding
,2014-08-07,medium,0.009,0.317,0.346,0.337,True,embedding
,2008-07-27,high,0.007,0.338,0.331,0.331,True,embedding
,2014-11-18,high,0.004,0.345,0.341,0.314,True,embedding
,2017-04-19,low,0.005,0.333,0.329,0.338,True,embedding
,2017-09-29,high,0.0,0.338,0.338,0.324,True,embedding
,2009-11-30,medium,0.016,0.315,0.35,0.334,True,embedding
,2009-08-09,low,0.018,0.32,0.331,0.349,True,embedding
,2009-05-06,low,0.002,0.332,0.333,0.335,True,embedding
,2014-10-25,medium,0.01,0.322,0.344,0.334,True,embedding
,2016-12-02,low,0.025,0.291,0.342,0.367,True,embedding
,2010-12-20,medium,0.007,0.321,0.343,0.336,True,embedding
,2013-06-13,high,0.005,0.342,0.337,0.321,True,embedding
,2008-11-13,low,0.021,0.327,0.325,0.348,True,embedding
,2017-05-11,high,0.008,0.342,0.324,0.334,True,embedding
,2017-08-29,high,0.003,0.337,0.328,0.334,True,embedding
,2016-07-08,high,0.012,0.352,0.308,0.34,True,embedding
,2010-01-02,medium,0.012,0.327,0.343,0.331,True,embedding
,2010-04-07,low,0.017,0.328,0.327,0.345,True,embedding
,2009-07-07,low,0.004,0.336,0.324,0.34,True,embedding
,2017-08-17,medium,0.023,0.327,0.35,0.324,True,embedding
,2014-11-27,low,0.029,0.327,0.317,0.356,True,embedding
,2008-09-17,medium,0.012,0.308,0.352,0.34,True,embedding
,2015-10-16,medium,0.008,0.332,0.34,0.328,True,embedding
,2015-04-10,medium,0.003,0.332,0.336,0.333,True,embedding
,2013-07-30,high,0.006,0.341,0.324,0.335,True,embedding
,2009-08-12,medium,0.028,0.332,0.36,0.308,True,embedding
,2011-10-28,low,0.002,0.325,0.336,0.338,True,embedding
,2016-07-04,high,0.009,0.344,0.335,0.321,True,embedding
,2017-10-06,low,0.005,0.342,0.311,0.347,True,embedding
,2017-06-23,medium,0.015,0.322,0.346,0.331,True,embedding
,2011-07-10,medium,0.004,0.33,0.337,0.333,True,embedding
,2014-05-20,high,0.022,0.35,0.322,0.328,True,embedding
,2011-09-21,high,0.011,0.341,0.33,0.329,True,embedding
,2009-10-11,medium,0.01,0.345,0.355,0.3,True,embedding
,2016-08-22,medium,0.032,0.327,0.359,0.315,True,embedding
,2013-07-27,low,0.01,0.311,0.339,0.349,True,embedding
,2013-01-02,medium,0.029,0.322,0.353,0.324,True,embedding
,2016-06-20,medium,0.026,0.329,0.355,0.316,True,embedding
,2012-07-02,medium,0.027,0.338,0.365,0.297,True,embedding
,2015-10-31,medium,0.02,0.324,0.348,0.328,True,embedding
,2011-05-28,high,0.016,0.347,0.331,0.322,True,embedding
,2012-03-19,low,0.055,0.287,0.329,0.384,True,embedding
,2013-06-18,low,0.032,0.325,0.318,0.357,True,embedding
,2015-10-05,low,0.003,0.338,0.321,0.341,True,embedding
,2015-12-03,low,0.01,0.342,0.305,0.352,True,embedding
,2017-01-19,medium,0.017,0.322,0.348,0.331,True,embedding
,2013-11-02,low,0.009,0.334,0.323,0.343,True,embedding
,2008-08-07,low,0.001,0.339,0.321,0.34,True,embedding
,2015-08-23,high,0.0,0.337,0.337,0.326,True,embedding
,2014-11-04,low,0.037,0.34,0.283,0.377,True,embedding
,2012-01-25,high,0.004,0.338,0.328,0.334,True,embedding
,2008-06-26,low,0.004,0.335,0.326,0.339,True,embedding
,2008-09-11,medium,0.002,0.329,0.336,0.334,True,embedding
,2011-03-18,high,0.001,0.336,0.335,0.328,True,embedding
,2008-04-29,medium,0.006,0.336,0.342,0.323,True,embedding
,2011-11-17,medium,0.02,0.326,0.347,0.327,True,embedding
,2011-12-16,medium,0.007,0.305,0.351,0.344,True,embedding
,2009-04-23,low,0.005,0.335,0.325,0.34,True,embedding
,2010-02-05,medium,0.005,0.333,0.338,0.329,True,embedding
,2015-07-23,medium,0.026,0.329,0.355,0.316,True,embedding
,2015-08-25,medium,0.003,0.35,0.353,0.296,True,embedding
,2017-10-08,medium,0.009,0.334,0.343,0.322,True,embedding
,2015-10-12,medium,0.0,0.33,0.335,0.335,True,embedding
,2014-05-06,high,0.007,0.34,0.327,0.333,True,embedding
,2015-04-30,high,0.027,0.358,0.311,0.331,True,embedding
,2015-09-03,low,0.032,0.337,0.294,0.369,True,embedding
,2009-04-25,high,0.006,0.34,0.334,0.327,True,embedding
,2013-06-02,low,0.006,0.337,0.319,0.343,True,embedding
,2010-01-02,high,0.0,0.342,0.316,0.342,True,embedding
,2009-04-11,low,0.01,0.332,0.326,0.342,True,embedding
,2015-09-24,low,0.001,0.341,0.318,0.342,True,embedding
,2009-12-16,low,0.028,0.324,0.324,0.352,True,embedding
,2014-09-12,low,0.024,0.331,0.315,0.355,True,embedding
,2009-05-09,medium,0.001,0.327,0.337,0.336,True,embedding
,2008-11-17,low,0.097,0.312,0.279,0.409,True,embedding
,2013-01-28,high,0.006,0.341,0.335,0.324,True,embedding
,2014-09-09,medium,0.011,0.329,0.341,0.33,True,embedding
,2010-02-13,low,0.009,0.327,0.332,0.341,True,embedding
,2014-12-07,medium,0.0,0.315,0.342,0.342,True,embedding
,2011-02-02,low,0.002,0.344,0.31,0.346,True,embedding
,2012-10-18,low,0.022,0.334,0.31,0.356,True,embedding
,2013-12-01,low,0.002,0.333,0.332,0.335,True,embedding
,2017-04-09,high,0.007,0.343,0.336,0.321,True,embedding
,2014-02-04,low,0.014,0.323,0.331,0.345,True,embedding
,2009-07-04,high,0.023,0.35,0.327,0.323,True,embedding
,2012-03-01,low,0.024,0.33,0.316,0.354,True,embedding
,2017-10-24,medium,0.013,0.319,0.347,0.334,True,embedding
,2008-05-13,low,0.008,0.312,0.34,0.348,True,embedding
,2009-07-27,medium,0.008,0.332,0.34,0.327,True,embedding
,2009-12-26,low,0.011,0.336,0.317,0.347,True,embedding
,2016-07-02,low,0.033,0.329,0.309,0.362,True,embedding
,2008-04-30,low,0.012,0.316,0.336,0.348,True,embedding
,2012-03-13,high,0.01,0.342,0.326,0.332,True,embedding
,2008-03-27,low,0.037,0.283,0.34,0.377,True,embedding
,2015-08-25,medium,0.003,0.35,0.353,0.296,True,embedding
,2017-04-22,medium,0.03,0.329,0.359,0.312,True,embedding
,2017-02-26,medium,0.018,0.318,0.35,0.332,True,embedding
,2014-03-08,low,0.015,0.327,0.329,0.344,True,embedding
,2017-02-23,high,0.002,0.34,0.338,0.322,True,embedding
,2015-02-04,low,0.131,0.309,0.251,0.44,True,embedding
,2014-07-16,low,0.01,0.335,0.32,0.345,True,embedding
,2017-03-10,low,0.003,0.325,0.336,0.339,True,embedding
,2011-05-21,high,0.004,0.338,0.334,0.328,True,embedding
,2015-09-06,low,0.001,0.326,0.336,0.337,True,embedding
,2014-03-23,low,0.052,0.316,0.316,0.368,True,embedding
,2011-12-14,medium,0.009,0.313,0.348,0.339,True,embedding
,2008-11-14,low,0.112,0.317,0.254,0.429,True,embedding
,2016-06-17,low,0.022,0.32,0.329,0.351,True,embedding
,2009-10-27,low,0.003,0.32,0.339,0.342,True,embedding
,2017-08-01,medium,0.008,0.335,0.343,0.321,True,embedding
,2014-01-30,low,0.022,0.329,0.32,0.351,True,embedding
,2014-10-05,low,0.009,0.327,0.332,0.341,True,embedding
,2017-05-22,low,0.003,0.33,0.333,0.336,True,embedding
,2013-08-11,low,0.016,0.332,0.32,0.348,True,embedding
,2016-02-22,low,0.005,0.332,0.331,0.337,True,embedding
,2015-09-03,low,0.002,0.321,0.339,0.341,True,embedding
,2015-04-11,medium,0.021,0.331,0.352,0.317,True,embedding
,2016-03-25,low,0.002,0.34,0.318,0.342,True,embedding
,2016-07-14,medium,0.005,0.334,0.339,0.327,True,embedding
,2009-04-06,low,0.002,0.335,0.327,0.337,True,embedding
,2009-10-27,low,0.003,0.32,0.339,0.342,True,embedding
,2015-01-20,high,0.003,0.338,0.326,0.335,True,embedding
,2017-02-03,medium,0.006,0.336,0.342,0.323,True,embedding
,2009-01-04,low,0.006,0.322,0.336,0.342,True,embedding
,2017-06-16,medium,0.004,0.328,0.338,0.334,True,embedding
,2015-06-27,medium,0.006,0.325,0.34,0.334,True,embedding
,2013-02-15,high,0.001,0.337,0.336,0.327,True,embedding
,2016-06-21,medium,0.019,0.32,0.35,0.331,True,embedding
,2016-02-22,high,0.0,0.335,0.335,0.33,True,embedding
,2008-08-26,low,0.014,0.333,0.32,0.347,True,embedding
,2015-04-24,low,0.029,0.32,0.325,0.354,True,embedding
,2011-07-05,low,0.011,0.322,0.334,0.345,True,embedding
,2009-10-10,medium,0.004,0.332,0.336,0.332,True,embedding
,2014-12-10,low,0.006,0.337,0.32,0.343,True,embedding
,2017-01-23,high,0.085,0.394,0.309,0.297,True,embedding
,2012-02-22,medium,0.027,0.327,0.354,0.319,True,embedding
,2013-05-23,high,0.027,0.36,0.306,0.333,True,embedding
,2009-05-06,medium,0.019,0.333,0.352,0.316,True,embedding
,2014-10-21,high,0.0,0.349,0.301,0.349,True,embedding
,2008-07-16,low,0.015,0.33,0.325,0.345,True,embedding
,2013-02-04,high,0.003,0.34,0.323,0.337,True,embedding
,2015-04-17,medium,0.012,0.33,0.342,0.328,True,embedding
,2015-10-12,low,0.061,0.311,0.314,0.375,True,embedding
,2016-11-29,low,0.002,0.324,0.337,0.339,True,embedding
,2017-10-09,high,0.01,0.34,0.329,0.33,True,embedding
,2013-01-09,medium,0.035,0.315,0.36,0.325,True,embedding
,2017-01-24,low,0.003,0.337,0.322,0.34,True,embedding
,2010-10-29,low,0.033,0.337,0.293,0.37,True,embedding
,2010-06-14,high,0.004,0.341,0.337,0.322,True,embedding
,2016-03-04,high,0.021,0.351,0.33,0.319,True,embedding
,2016-04-21,medium,0.017,0.328,0.345,0.327,True,embedding
,2014-09-06,medium,0.019,0.321,0.349,0.33,True,embedding
,2014-08-20,high,0.016,0.354,0.308,0.338,True,embedding
,2014-02-17,medium,0.017,0.338,0.355,0.307,True,embedding
,2017-02-12,high,0.003,0.344,0.341,0.315,True,embedding
,2008-11-01,low,0.004,0.335,0.326,0.339,True,embedding
,2015-08-28,low,0.039,0.321,0.319,0.36,True,embedding
,2017-10-01,low,0.005,0.331,0.332,0.337,True,embedding
,2008-07-28,medium,0.051,0.329,0.38,0.291,True,embedding
,2016-12-17,medium,0.008,0.324,0.342,0.334,True,embedding
,2010-03-13,medium,0.011,0.34,0.351,0.309,True,embedding
,2015-05-05,low,0.039,0.323,0.316,0.362,True,embedding
,2012-05-22,medium,0.019,0.33,0.349,0.321,True,embedding
,2010-09-05,low,0.011,0.33,0.329,0.341,True,embedding
,2014-09-10,medium,0.007,0.325,0.341,0.334,True,embedding
,2009-12-14,low,0.006,0.337,0.32,0.343,True,embedding
,2008-06-21,low,0.002,0.319,0.339,0.341,True,embedding
,2010-01-21,low,0.004,0.341,0.315,0.345,True,embedding
,2009-10-05,high,0.0,0.336,0.336,0.327,True,embedding
,2012-09-20,low,0.029,0.334,0.303,0.363,True,embedding
,2017-05-30,medium,0.0,0.328,0.336,0.336,True,embedding
,2017-10-10,low,0.023,0.328,0.32,0.351,True,embedding
,2010-07-24,low,0.01,0.33,0.33,0.34,True,embedding
,2016-01-09,medium,0.05,0.319,0.369,0.312,True,embedding
,2016-05-13,high,0.0,0.341,0.318,0.341,True,embedding
,2009-10-16,low,0.001,0.345,0.308,0.346,True,embedding
,2017-05-14,low,0.021,0.332,0.315,0.353,True,embedding
,2013-07-21,high,0.002,0.342,0.318,0.34,True,embedding
,2008-11-29,high,0.001,0.334,0.333,0.333,True,embedding
