post_id,rule_risk_level,embedding_risk_level,llm_risk_level,final_risk_level,ensemble_confidence,method_agreement,sources_used
5192,low,medium,,medium,0.018,False,embedding+rule
5193,low,medium,,medium,0.012,False,embedding+rule
5194,low,high,,medium,0.001,False,embedding+rule
5195,low,high,,medium,0.001,False,embedding+rule
5196,low,high,,medium,0.149,False,embedding+rule
5197,medium,medium,,medium,0.196,True,embedding+rule
5198,low,low,,low,0.025,True,embedding+rule
5199,low,medium,,medium,0.005,False,embedding+rule
5200,low,high,,medium,0.004,False,embedding+rule
5201,low,low,,low,0.006,True,embedding+rule
5202,low,low,,low,0.001,True,embedding+rule
5203,low,low,,low,0.057,True,embedding+rule
5204,low,medium,,medium,0.119,False,embedding+rule
5205,low,high,,medium,0.009,False,embedding+rule
5206,low,low,,low,0.004,True,embedding+rule
5207,low,high,,medium,0.007,False,embedding+rule
5208,low,low,,low,0.022,True,embedding+rule
5209,low,low,,low,0.034,True,embedding+rule
5210,low,high,,medium,0.003,False,embedding+rule
5211,low,medium,,medium,0.001,False,embedding+rule
5212,low,high,,medium,0.002,False,embedding+rule
5213,low,high,,medium,0.006,False,embedding+rule
5214,low,high,,medium,0.004,False,embedding+rule
5215,low,high,,medium,0.15,False,embedding+rule
5216,low,medium,,medium,0.001,False,embedding+rule
5217,low,high,,medium,0.034,False,embedding+rule
5218,medium,low,,low,0.225,False,embedding+rule
5219,low,high,,medium,0.151,False,embedding+rule
5220,low,medium,,medium,0.032,False,embedding+rule
5221,low,medium,,medium,0.009,False,embedding+rule
5222,low,low,,low,0.024,True,embedding+rule
5223,low,medium,,medium,0.009,False,embedding+rule
5224,low,low,,low,0.025,True,embedding+rule
5225,low,high,,medium,0.002,False,embedding+rule
5226,low,low,,low,0.018,True,embedding+rule
5227,low,low,,low,0.004,True,embedding+rule
5228,low,low,,low,0.011,True,embedding+rule
5229,low,low,,low,0.001,True,embedding+rule
5230,low,low,,low,0.039,True,embedding+rule
5231,low,high,,medium,0.161,False,embedding+rule
5232,low,high,,medium,0.002,False,embedding+rule
5233,low,high,,medium,0.168,False,embedding+rule
5234,low,low,,low,0.006,True,embedding+rule
5235,low,low,,low,0.004,True,embedding+rule
5236,medium,low,,low,0.218,False,embedding+rule
5237,low,low,,low,0.001,True,embedding+rule
5238,low,low,,low,0.005,True,embedding+rule
5239,medium,medium,,medium,0.171,True,embedding+rule
5240,low,medium,,medium,0.002,False,embedding+rule
5241,low,medium,,medium,0.071,False,embedding+rule
5242,low,medium,,medium,0.016,False,embedding+rule
5243,low,high,,medium,0.119,False,embedding+rule
5244,low,high,,medium,0.028,False,embedding+rule
5245,low,high,,medium,0.004,False,embedding+rule
5246,low,high,,medium,0.131,False,embedding+rule
5247,low,low,,low,0.028,True,embedding+rule
5248,low,low,,low,0.015,True,embedding+rule
5249,low,low,,low,0.009,True,embedding+rule
5250,low,high,,medium,0.134,False,embedding+rule
5251,low,low,,low,0.003,True,embedding+rule
5252,low,high,,medium,0.004,False,embedding+rule
5253,low,low,,low,0.013,True,embedding+rule
5254,low,low,,low,0.028,True,embedding+rule
5255,low,low,,low,0.004,True,embedding+rule
5256,low,low,,low,0.008,True,embedding+rule
5257,low,medium,,medium,0.114,False,embedding+rule
5258,high,medium,,medium,0.289,False,embedding+rule
5259,low,medium,,medium,0.038,False,embedding+rule
5260,low,medium,,medium,0.001,False,embedding+rule
5261,low,low,,low,0.009,True,embedding+rule
5262,low,low,,low,0.009,True,embedding+rule
5263,low,medium,,medium,0.143,False,embedding+rule
5264,low,high,,medium,0.0,False,embedding+rule
5265,low,low,,low,0.004,True,embedding+rule
5266,low,low,,low,0.005,True,embedding+rule
5267,low,medium,,medium,0.106,False,embedding+rule
5268,low,low,,low,0.011,True,embedding+rule
5269,low,low,,low,0.002,True,embedding+rule
5270,low,medium,,medium,0.008,False,embedding+rule
5271,low,high,,medium,0.01,False,embedding+rule
5272,low,medium,,medium,0.007,False,embedding+rule
5273,low,high,,medium,0.087,False,embedding+rule
5274,low,high,,medium,0.003,False,embedding+rule
5275,low,low,,low,0.024,True,embedding+rule
5276,low,low,,low,0.01,True,embedding+rule
5277,low,high,,medium,0.004,False,embedding+rule
5278,low,low,,low,0.129,True,embedding+rule
5279,low,low,,low,0.013,True,embedding+rule
5280,low,high,,medium,0.001,False,embedding+rule
5281,low,low,,low,0.005,True,embedding+rule
5282,medium,high,,high,0.178,False,embedding+rule
5283,low,high,,medium,0.006,False,embedding+rule
5284,low,low,,low,0.029,True,embedding+rule
5285,medium,medium,,medium,0.216,True,embedding+rule
5286,medium,medium,,medium,0.188,True,embedding+rule
5287,low,high,,medium,0.013,False,embedding+rule
5288,low,low,,low,0.132,True,embedding+rule
5289,high,high,,high,0.312,True,embedding+rule
5290,low,low,,low,0.156,True,embedding+rule
5291,low,low,,low,0.012,True,embedding+rule
5292,low,high,,medium,0.013,False,embedding+rule
5293,low,medium,,medium,0.041,False,embedding+rule
5294,low,high,,medium,0.009,False,embedding+rule
5295,low,low,,low,0.019,True,embedding+rule
5296,low,high,,medium,0.008,False,embedding+rule
5297,low,low,,low,0.149,True,embedding+rule
5298,high,medium,,medium,0.192,False,embedding+rule
5299,low,low,,low,0.12,True,embedding+rule
5300,low,medium,,medium,0.002,False,embedding+rule
5301,low,medium,,medium,0.02,False,embedding+rule
5302,low,low,,low,0.007,True,embedding+rule
5303,low,low,,low,0.003,True,embedding+rule
5304,low,high,,medium,0.133,False,embedding+rule
5305,low,low,,low,0.045,True,embedding+rule
5306,high,medium,,medium,0.415,False,embedding+rule
5307,low,low,,low,0.004,True,embedding+rule
5308,low,medium,,medium,0.004,False,embedding+rule
5309,low,low,,low,0.025,True,embedding+rule
5310,low,medium,,medium,0.144,False,embedding+rule
5311,low,low,,low,0.151,True,embedding+rule
5312,low,high,,medium,0.004,False,embedding+rule
5313,low,medium,,medium,0.12,False,embedding+rule
5314,low,high,,medium,0.002,False,embedding+rule
5315,low,high,,medium,0.028,False,embedding+rule
5316,low,low,,low,0.026,True,embedding+rule
5317,medium,high,,high,0.165,False,embedding+rule
5318,low,low,,low,0.003,True,embedding+rule
5319,low,low,,low,0.032,True,embedding+rule
5320,low,low,,low,0.004,True,embedding+rule
5321,low,high,,medium,0.002,False,embedding+rule
5322,low,high,,medium,0.005,False,embedding+rule
5323,low,low,,low,0.026,True,embedding+rule
5324,low,high,,medium,0.001,False,embedding+rule
5325,low,high,,medium,0.005,False,embedding+rule
5326,low,medium,,medium,0.001,False,embedding+rule
5327,medium,high,,high,0.178,False,embedding+rule
5328,low,medium,,medium,0.006,False,embedding+rule
5329,low,low,,low,0.004,True,embedding+rule
5330,medium,low,,low,0.178,False,embedding+rule
5331,low,low,,low,0.163,True,embedding+rule
5332,low,low,,low,0.117,True,embedding+rule
5333,low,low,,low,0.017,True,embedding+rule
5334,low,high,,medium,0.003,False,embedding+rule
5335,low,low,,low,0.002,True,embedding+rule
5336,low,high,,medium,0.023,False,embedding+rule
5337,low,low,,low,0.009,True,embedding+rule
5338,low,low,,low,0.008,True,embedding+rule
5339,low,medium,,medium,0.061,False,embedding+rule
5340,low,low,,low,0.004,True,embedding+rule
5341,low,high,,medium,0.006,False,embedding+rule
5342,medium,medium,,medium,0.171,True,embedding+rule
5343,low,medium,,medium,0.019,False,embedding+rule
5344,low,medium,,medium,0.006,False,embedding+rule
5345,low,medium,,medium,0.029,False,embedding+rule
5346,low,low,,low,0.025,True,embedding+rule
5347,low,low,,low,0.014,True,embedding+rule
5348,low,low,,low,0.025,True,embedding+rule
5349,low,low,,low,0.157,True,embedding+rule
5350,low,low,,low,0.013,True,embedding+rule
5351,low,medium,,medium,0.004,False,embedding+rule
5352,low,high,,medium,0.006,False,embedding+rule
5353,low,low,,low,0.079,True,embedding+rule
5354,low,low,,low,0.003,True,embedding+rule
5355,low,low,,low,0.043,True,embedding+rule
5356,low,low,,low,0.007,True,embedding+rule
5357,low,high,,medium,0.002,False,embedding+rule
5358,low,high,,medium,0.015,False,embedding+rule
5359,low,low,,low,0.002,True,embedding+rule
5360,medium,high,,high,0.176,False,embedding+rule
5361,low,high,,medium,0.007,False,embedding+rule
5362,low,high,,medium,0.002,False,embedding+rule
5363,low,low,,low,0.021,True,embedding+rule
5364,low,high,,medium,0.16,False,embedding+rule
5365,low,low,,low,0.025,True,embedding+rule
5366,medium,medium,,medium,0.174,True,embedding+rule
5367,low,medium,,medium,0.041,False,embedding+rule
5368,low,medium,,medium,0.034,False,embedding+rule
5369,low,medium,,medium,0.004,False,embedding+rule
5370,low,low,,low,0.048,True,embedding+rule
5371,medium,medium,,medium,0.176,True,embedding+rule
5372,low,low,,low,0.154,True,embedding+rule
5373,low,high,,medium,0.16,False,embedding+rule
5374,low,low,,low,0.005,True,embedding+rule
5375,low,medium,,medium,0.029,False,embedding+rule
5376,low,medium,,medium,0.002,False,embedding+rule
5377,low,high,,medium,0.162,False,embedding+rule
5378,low,low,,low,0.013,True,embedding+rule
5379,low,high,,medium,0.006,False,embedding+rule
5380,low,low,,low,0.013,True,embedding+rule
5381,low,high,,medium,0.005,False,embedding+rule
5382,low,low,,low,0.001,True,embedding+rule
5383,medium,high,,high,0.164,False,embedding+rule
5384,low,low,,low,0.006,True,embedding+rule
5385,low,high,,medium,0.034,False,embedding+rule
5386,low,high,,medium,0.04,False,embedding+rule
5387,low,high,,medium,0.129,False,embedding+rule
5388,low,high,,medium,0.009,False,embedding+rule
5389,high,high,,high,0.217,True,embedding+rule
5390,high,medium,,medium,0.277,False,embedding+rule
5391,low,medium,,medium,0.004,False,embedding+rule
5392,medium,low,,low,0.169,False,embedding+rule
5393,low,low,,low,0.01,True,embedding+rule
5394,low,low,,low,0.004,True,embedding+rule
5395,low,low,,low,0.015,True,embedding+rule
5396,low,low,,low,0.142,True,embedding+rule
5397,low,low,,low,0.029,True,embedding+rule
5398,low,high,,medium,0.003,False,embedding+rule
5399,low,low,,low,0.041,True,embedding+rule
5400,low,low,,low,0.01,True,embedding+rule
5401,low,high,,medium,0.137,False,embedding+rule
5402,low,high,,medium,0.003,False,embedding+rule
5403,low,high,,medium,0.002,False,embedding+rule
5404,low,low,,low,0.013,True,embedding+rule
5405,low,low,,low,0.021,True,embedding+rule
5406,low,medium,,medium,0.121,False,embedding+rule
5407,low,low,,low,0.007,True,embedding+rule
5408,low,low,,low,0.006,True,embedding+rule
5409,low,low,,low,0.005,True,embedding+rule
5410,low,low,,low,0.013,True,embedding+rule
5411,low,medium,,medium,0.032,False,embedding+rule
5412,low,low,,low,0.017,True,embedding+rule
5413,low,medium,,medium,0.037,False,embedding+rule
5414,low,low,,low,0.002,True,embedding+rule
5415,low,medium,,medium,0.005,False,embedding+rule
5416,low,low,,low,0.003,True,embedding+rule
5417,low,low,,low,0.13,True,embedding+rule
5418,low,medium,,medium,0.137,False,embedding+rule
5419,low,low,,low,0.005,True,embedding+rule
5420,low,high,,medium,0.001,False,embedding+rule
5421,medium,medium,,medium,0.169,True,embedding+rule
5422,low,low,,low,0.011,True,embedding+rule
5423,low,low,,low,0.009,True,embedding+rule
5424,low,low,,low,0.004,True,embedding+rule
5425,medium,medium,,medium,0.162,True,embedding+rule
5426,low,high,,medium,0.006,False,embedding+rule
5427,low,medium,,medium,0.0,False,embedding+rule
5428,low,low,,low,0.06,True,embedding+rule
5429,low,medium,,medium,0.007,False,embedding+rule
5430,low,low,,low,0.011,True,embedding+rule
5431,medium,medium,,medium,0.264,True,embedding+rule
5432,low,low,,low,0.154,True,embedding+rule
5433,low,low,,low,0.004,True,embedding+rule
5434,low,medium,,medium,0.006,False,embedding+rule
5435,high,high,,high,0.198,True,embedding+rule
5436,low,high,,medium,0.015,False,embedding+rule
5437,medium,high,,high,0.212,False,embedding+rule
5438,low,medium,,medium,0.005,False,embedding+rule
5439,low,high,,medium,0.002,False,embedding+rule
5440,low,low,,low,0.018,True,embedding+rule
5441,low,high,,medium,0.002,False,embedding+rule
5442,low,low,,low,0.007,True,embedding+rule
5443,low,medium,,medium,0.003,False,embedding+rule
5444,low,high,,medium,0.035,False,embedding+rule
5445,low,high,,medium,0.013,False,embedding+rule
5446,low,low,,low,0.006,True,embedding+rule
5447,low,low,,low,0.001,True,embedding+rule
5448,low,medium,,medium,0.008,False,embedding+rule
5449,medium,medium,,medium,0.171,True,embedding+rule
5450,low,low,,low,0.004,True,embedding+rule
5451,low,high,,medium,0.003,False,embedding+rule
5452,low,low,,low,0.001,True,embedding+rule
5453,low,low,,low,0.005,True,embedding+rule
5454,low,high,,medium,0.001,False,embedding+rule
5455,low,medium,,medium,0.009,False,embedding+rule
5456,low,high,,medium,0.148,False,embedding+rule
5457,low,high,,medium,0.016,False,embedding+rule
5458,low,high,,medium,0.157,False,embedding+rule
5459,low,high,,medium,0.001,False,embedding+rule
5460,low,high,,medium,0.151,False,embedding+rule
5461,low,low,,low,0.013,True,embedding+rule
5462,low,medium,,medium,0.1,False,embedding+rule
5463,medium,low,,low,0.161,False,embedding+rule
5464,medium,medium,,medium,0.17,True,embedding+rule
5465,low,low,,low,0.02,True,embedding+rule
5466,low,medium,,medium,0.007,False,embedding+rule
5467,low,high,,medium,0.002,False,embedding+rule
5468,medium,high,,high,0.172,False,embedding+rule
5469,low,high,,medium,0.002,False,embedding+rule
5470,low,low,,low,0.038,True,embedding+rule
5471,low,high,,medium,0.001,False,embedding+rule
5472,low,high,,medium,0.035,False,embedding+rule
5473,medium,high,,high,0.173,False,embedding+rule
5474,low,low,,low,0.005,True,embedding+rule
5475,low,low,,low,0.003,True,embedding+rule
5476,low,low,,low,0.009,True,embedding+rule
5477,low,high,,medium,0.004,False,embedding+rule
5478,low,low,,low,0.016,True,embedding+rule
5479,low,high,,medium,0.002,False,embedding+rule
5480,low,high,,medium,0.011,False,embedding+rule
5481,low,medium,,medium,0.03,False,embedding+rule
5482,low,medium,,medium,0.15,False,embedding+rule
5483,low,high,,medium,0.145,False,embedding+rule
5484,low,medium,,medium,0.006,False,embedding+rule
5485,low,low,,low,0.011,True,embedding+rule
5486,low,low,,low,0.011,True,embedding+rule
5487,low,medium,,medium,0.061,False,embedding+rule
5488,low,high,,medium,0.017,False,embedding+rule
5489,low,low,,low,0.008,True,embedding+rule
5490,low,medium,,medium,0.112,False,embedding+rule
5491,low,high,,medium,0.143,False,embedding+rule
5492,low,low,,low,0.001,True,embedding+rule
5493,low,high,,medium,0.001,False,embedding+rule
5494,low,medium,,medium,0.137,False,embedding+rule
5495,low,high,,medium,0.002,False,embedding+rule
5496,low,low,,low,0.004,True,embedding+rule
5497,low,high,,medium,0.001,False,embedding+rule
5498,low,high,,medium,0.131,False,embedding+rule
5499,low,low,,low,0.006,True,embedding+rule
5500,low,low,,low,0.152,True,embedding+rule
5501,low,low,,low,0.002,True,embedding+rule
5502,low,high,,medium,0.0,False,embedding+rule
5503,low,high,,medium,0.001,False,embedding+rule
5504,low,high,,medium,0.018,False,embedding+rule
5505,low,high,,medium,0.143,False,embedding+rule
5506,low,high,,medium,0.068,False,embedding+rule
5507,low,medium,,medium,0.115,False,embedding+rule
5508,low,medium,,medium,0.003,False,embedding+rule
5509,low,medium,,medium,0.142,False,embedding+rule
5510,low,medium,,medium,0.0,False,embedding+rule
5511,low,low,,low,0.004,True,embedding+rule
5512,low,low,,low,0.008,True,embedding+rule
5513,low,low,,low,0.149,True,embedding+rule
5514,low,medium,,medium,0.005,False,embedding+rule
5515,low,low,,low,0.004,True,embedding+rule
5516,low,high,,medium,0.004,False,embedding+rule
5517,low,medium,,medium,0.01,False,embedding+rule
5518,low,low,,low,0.025,True,embedding+rule
5519,low,medium,,medium,0.001,False,embedding+rule
5520,medium,medium,,medium,0.236,True,embedding+rule
5521,low,low,,low,0.127,True,embedding+rule
5522,low,medium,,medium,0.133,False,embedding+rule
5523,low,medium,,medium,0.006,False,embedding+rule
5524,low,high,,medium,0.038,False,embedding+rule
5525,low,medium,,medium,0.005,False,embedding+rule
5526,low,high,,medium,0.004,False,embedding+rule
5527,low,high,,medium,0.002,False,embedding+rule
5528,low,low,,low,0.007,True,embedding+rule
5529,low,high,,medium,0.0,False,embedding+rule
5530,low,medium,,medium,0.004,False,embedding+rule
5531,low,low,,low,0.019,True,embedding+rule
5532,low,high,,medium,0.001,False,embedding+rule
5533,low,low,,low,0.147,True,embedding+rule
5534,low,low,,low,0.005,True,embedding+rule
5535,low,medium,,medium,0.056,False,embedding+rule
5536,low,medium,,medium,0.004,False,embedding+rule
5537,low,low,,low,0.048,True,embedding+rule
5538,low,low,,low,0.035,True,embedding+rule
5539,low,low,,low,0.157,True,embedding+rule
5540,low,low,,low,0.149,True,embedding+rule
5541,low,low,,low,0.076,True,embedding+rule
5542,low,medium,,medium,0.004,False,embedding+rule
5543,low,high,,medium,0.001,False,embedding+rule
5544,low,medium,,medium,0.007,False,embedding+rule
5545,low,medium,,medium,0.024,False,embedding+rule
5546,low,low,,low,0.009,True,embedding+rule
5547,low,medium,,medium,0.004,False,embedding+rule
5548,low,high,,medium,0.009,False,embedding+rule
5549,medium,medium,,medium,0.223,True,embedding+rule
5550,low,medium,,medium,0.033,False,embedding+rule
5551,low,high,,medium,0.004,False,embedding+rule
5552,high,low,,medium,0.177,False,embedding+rule
5553,medium,medium,,medium,0.18,True,embedding+rule
5554,low,medium,,medium,0.033,False,embedding+rule
5555,low,low,,low,0.141,True,embedding+rule
5556,low,low,,low,0.004,True,embedding+rule
5557,low,low,,low,0.011,True,embedding+rule
5558,low,low,,low,0.133,True,embedding+rule
5559,low,low,,low,0.012,True,embedding+rule
5560,low,medium,,medium,0.155,False,embedding+rule
5561,medium,medium,,medium,0.24,True,embedding+rule
5562,low,low,,low,0.005,True,embedding+rule
5563,low,medium,,medium,0.114,False,embedding+rule
5564,low,medium,,medium,0.009,False,embedding+rule
5565,medium,medium,,medium,0.159,True,embedding+rule
5566,medium,medium,,medium,0.161,True,embedding+rule
5567,low,medium,,medium,0.142,False,embedding+rule
5568,medium,medium,,medium,0.2,True,embedding+rule
5569,low,low,,low,0.021,True,embedding+rule
5570,low,high,,medium,0.027,False,embedding+rule
5571,low,low,,low,0.051,True,embedding+rule
5572,medium,medium,,medium,0.263,True,embedding+rule
5573,low,low,,low,0.002,True,embedding+rule
5574,low,low,,low,0.079,True,embedding+rule
5575,low,medium,,medium,0.025,False,embedding+rule
5576,low,medium,,medium,0.004,False,embedding+rule
5577,low,low,,low,0.142,True,embedding+rule
5578,low,medium,,medium,0.116,False,embedding+rule
5579,low,low,,low,0.009,True,embedding+rule
5580,low,medium,,medium,0.003,False,embedding+rule
5581,low,high,,medium,0.136,False,embedding+rule
5582,low,high,,medium,0.027,False,embedding+rule
5583,low,medium,,medium,0.119,False,embedding+rule
5584,low,medium,,medium,0.141,False,embedding+rule
5585,low,high,,medium,0.005,False,embedding+rule
5586,low,low,,low,0.003,True,embedding+rule
5587,low,high,,medium,0.004,False,embedding+rule
5588,low,high,,medium,0.002,False,embedding+rule
5589,low,low,,low,0.132,True,embedding+rule
5590,low,low,,low,0.003,True,embedding+rule
5591,low,low,,low,0.047,True,embedding+rule
5592,low,low,,low,0.002,True,embedding+rule
5593,medium,medium,,medium,0.275,True,embedding+rule
5594,high,high,,high,0.219,True,embedding+rule
5595,low,low,,low,0.056,True,embedding+rule
5596,low,high,,medium,0.136,False,embedding+rule
5597,low,medium,,medium,0.009,False,embedding+rule
5598,low,high,,medium,0.002,False,embedding+rule
5599,low,low,,low,0.01,True,embedding+rule
5600,low,low,,low,0.001,True,embedding+rule
5601,low,high,,medium,0.011,False,embedding+rule
5602,low,medium,,medium,0.002,False,embedding+rule
5603,low,low,,low,0.009,True,embedding+rule
5604,low,medium,,medium,0.142,False,embedding+rule
5605,low,low,,low,0.006,True,embedding+rule
5606,low,low,,low,0.019,True,embedding+rule
5607,low,high,,medium,0.001,False,embedding+rule
5608,high,high,,high,0.378,True,embedding+rule
5609,low,low,,low,0.003,True,embedding+rule
5610,low,medium,,medium,0.001,False,embedding+rule
5611,low,high,,medium,0.002,False,embedding+rule
5612,low,low,,low,0.015,True,embedding+rule
5613,low,high,,medium,0.011,False,embedding+rule
5614,low,low,,low,0.006,True,embedding+rule
5615,low,low,,low,0.123,True,embedding+rule
5616,low,high,,medium,0.108,False,embedding+rule
5617,low,low,,low,0.006,True,embedding+rule
5618,low,high,,medium,0.143,False,embedding+rule
5619,low,medium,,medium,0.013,False,embedding+rule
5620,low,medium,,medium,0.002,False,embedding+rule
5621,low,high,,medium,0.004,False,embedding+rule
5622,medium,high,,high,0.168,False,embedding+rule
5623,low,low,,low,0.007,True,embedding+rule
5624,low,medium,,medium,0.009,False,embedding+rule
5625,low,low,,low,0.005,True,embedding+rule
5626,low,medium,,medium,0.035,False,embedding+rule
5627,low,low,,low,0.109,True,embedding+rule
5628,low,high,,medium,0.004,False,embedding+rule
5629,low,medium,,medium,0.146,False,embedding+rule
5630,low,medium,,medium,0.015,False,embedding+rule
5631,high,high,,high,0.291,True,embedding+rule
5632,low,medium,,medium,0.075,False,embedding+rule
5633,low,low,,low,0.006,True,embedding+rule
5634,low,low,,low,0.147,True,embedding+rule
5635,low,low,,low,0.009,True,embedding+rule
5636,low,low,,low,0.143,True,embedding+rule
5637,low,high,,medium,0.005,False,embedding+rule
5638,low,medium,,medium,0.005,False,embedding+rule
5639,low,medium,,medium,0.007,False,embedding+rule
5640,low,low,,low,0.001,True,embedding+rule
5641,low,high,,medium,0.137,False,embedding+rule
5642,low,medium,,medium,0.004,False,embedding+rule
5643,low,medium,,medium,0.03,False,embedding+rule
5644,low,medium,,medium,0.003,False,embedding+rule
5645,low,medium,,medium,0.117,False,embedding+rule
5646,low,low,,low,0.049,True,embedding+rule
5647,low,medium,,medium,0.005,False,embedding+rule
5648,low,medium,,medium,0.131,False,embedding+rule
5649,low,high,,medium,0.14,False,embedding+rule
5650,low,low,,low,0.031,True,embedding+rule
5651,low,high,,medium,0.007,False,embedding+rule
5652,low,low,,low,0.033,True,embedding+rule
5653,low,medium,,medium,0.115,False,embedding+rule
5654,low,low,,low,0.007,True,embedding+rule
5655,low,high,,medium,0.007,False,embedding+rule
5656,low,medium,,medium,0.154,False,embedding+rule
5657,medium,high,,high,0.172,False,embedding+rule
5658,low,high,,medium,0.009,False,embedding+rule
5659,low,high,,medium,0.004,False,embedding+rule
5660,low,medium,,medium,0.009,False,embedding+rule
5661,low,high,,medium,0.007,False,embedding+rule
5662,low,low,,low,0.007,True,embedding+rule
5663,high,high,,high,0.177,True,embedding+rule
5664,medium,medium,,medium,0.172,True,embedding+rule
5665,low,medium,,medium,0.007,False,embedding+rule
5666,low,low,,low,0.004,True,embedding+rule
5667,low,low,,low,0.019,True,embedding+rule
5668,low,high,,medium,0.005,False,embedding+rule
5669,low,low,,low,0.009,True,embedding+rule
5670,low,low,,low,0.004,True,embedding+rule
5671,low,high,,medium,0.001,False,embedding+rule
5672,low,low,,low,0.011,True,embedding+rule
5673,low,medium,,medium,0.036,False,embedding+rule
5674,low,low,,low,0.023,True,embedding+rule
5675,low,medium,,medium,0.009,False,embedding+rule
5676,low,low,,low,0.011,True,embedding+rule
5677,medium,medium,,medium,0.163,True,embedding+rule
5678,low,low,,low,0.154,True,embedding+rule
5679,low,high,,medium,0.036,False,embedding+rule
5680,low,high,,medium,0.011,False,embedding+rule
5681,low,low,,low,0.013,True,embedding+rule
5682,low,high,,medium,0.115,False,embedding+rule
5683,low,low,,low,0.015,True,embedding+rule
5684,low,high,,medium,0.143,False,embedding+rule
5685,low,low,,low,0.007,True,embedding+rule
5686,low,low,,low,0.025,True,embedding+rule
5687,low,high,,medium,0.013,False,embedding+rule
5688,low,medium,,medium,0.007,False,embedding+rule
5689,low,medium,,medium,0.005,False,embedding+rule
5690,low,medium,,medium,0.154,False,embedding+rule
5691,low,medium,,medium,0.013,False,embedding+rule
5692,medium,high,,high,0.167,False,embedding+rule
5693,medium,medium,,medium,0.154,True,embedding+rule
5694,low,low,,low,0.004,True,embedding+rule
5695,low,low,,low,0.015,True,embedding+rule
5696,low,high,,medium,0.009,False,embedding+rule
5697,low,low,,low,0.138,True,embedding+rule
5698,medium,medium,,medium,0.208,True,embedding+rule
5699,low,low,,low,0.014,True,embedding+rule
5700,low,low,,low,0.008,True,embedding+rule
5701,low,low,,low,0.004,True,embedding+rule
5702,low,low,,low,0.006,True,embedding+rule
5703,low,high,,medium,0.14,False,embedding+rule
5704,low,low,,low,0.015,True,embedding+rule
5705,low,high,,medium,0.006,False,embedding+rule
5706,low,high,,medium,0.013,False,embedding+rule
5707,low,high,,medium,0.004,False,embedding+rule
5708,low,medium,,medium,0.002,False,embedding+rule
5709,low,low,,low,0.077,True,embedding+rule
5710,low,high,,medium,0.001,False,embedding+rule
5711,low,high,,medium,0.133,False,embedding+rule
5712,low,high,,medium,0.155,False,embedding+rule
5713,low,medium,,medium,0.004,False,embedding+rule
5714,low,high,,medium,0.138,False,embedding+rule
5715,low,high,,medium,0.001,False,embedding+rule
5716,medium,medium,,medium,0.19,True,embedding+rule
5717,low,low,,low,0.007,True,embedding+rule
5718,low,low,,low,0.115,True,embedding+rule
5719,medium,medium,,medium,0.175,True,embedding+rule
5720,low,high,,medium,0.003,False,embedding+rule
5721,low,low,,low,0.001,True,embedding+rule
5722,low,high,,medium,0.002,False,embedding+rule
5723,low,high,,medium,0.007,False,embedding+rule
5724,low,low,,low,0.009,True,embedding+rule
5725,low,high,,medium,0.154,False,embedding+rule
5726,low,medium,,medium,0.036,False,embedding+rule
5727,low,medium,,medium,0.007,False,embedding+rule
5728,low,medium,,medium,0.049,False,embedding+rule
5729,low,low,,low,0.019,True,embedding+rule
5730,low,low,,low,0.006,True,embedding+rule
5731,low,high,,medium,0.0,False,embedding+rule
5732,low,low,,low,0.011,True,embedding+rule
5733,low,low,,low,0.003,True,embedding+rule
5734,low,low,,low,0.021,True,embedding+rule
5735,low,medium,,medium,0.018,False,embedding+rule
5736,low,high,,medium,0.15,False,embedding+rule
5737,low,low,,low,0.003,True,embedding+rule
5738,medium,high,,high,0.176,False,embedding+rule
5739,low,low,,low,0.004,True,embedding+rule
5740,low,high,,medium,0.002,False,embedding+rule
5741,low,low,,low,0.005,True,embedding+rule
5742,low,high,,medium,0.004,False,embedding+rule
5743,low,medium,,medium,0.106,False,embedding+rule
5744,low,high,,medium,0.072,False,embedding+rule
5745,low,high,,medium,0.011,False,embedding+rule
5746,medium,medium,,medium,0.169,True,embedding+rule
5747,low,low,,low,0.152,True,embedding+rule
5748,low,high,,medium,0.001,False,embedding+rule
5749,low,high,,medium,0.061,False,embedding+rule
5750,low,high,,medium,0.118,False,embedding+rule
5751,low,high,,medium,0.091,False,embedding+rule
5752,low,medium,,medium,0.001,False,embedding+rule
5753,low,medium,,medium,0.009,False,embedding+rule
5754,low,medium,,medium,0.006,False,embedding+rule
5755,low,medium,,medium,0.117,False,embedding+rule
5756,low,high,,medium,0.007,False,embedding+rule
5757,low,high,,medium,0.002,False,embedding+rule
5758,low,high,,medium,0.013,False,embedding+rule
5759,low,medium,,medium,0.007,False,embedding+rule
5760,low,medium,,medium,0.01,False,embedding+rule
5761,low,high,,medium,0.006,False,embedding+rule
5762,low,low,,low,0.003,True,embedding+rule
5763,medium,medium,,medium,0.16,True,embedding+rule
5764,low,medium,,medium,0.009,False,embedding+rule
5765,low,medium,,medium,0.028,False,embedding+rule
5766,low,medium,,medium,0.011,False,embedding+rule
5767,low,medium,,medium,0.053,False,embedding+rule
5768,low,high,,medium,0.003,False,embedding+rule
5769,low,medium,,medium,0.005,False,embedding+rule
5770,high,high,,high,0.281,True,embedding+rule
5771,low,medium,,medium,0.013,False,embedding+rule
5772,low,medium,,medium,0.026,False,embedding+rule
5773,low,low,,low,0.132,True,embedding+rule
