post_id,risk_level,confidence
13321,low,0.9893
13322,medium,0.7183
13323,low,0.9916
13324,low,0.9944
13325,medium,0.9763
13326,medium,0.9957
13327,low,0.9974
13328,low,0.9828
13329,low,0.9983
13330,low,0.9973
13331,low,0.9984
13332,medium,0.9644
13333,medium,0.996
13334,low,0.9897
13335,medium,0.9884
13336,medium,0.9391
13337,low,0.9984
13338,low,0.996
13339,medium,0.988
13340,low,0.9939
13341,medium,0.9908
13342,low,0.9396
13344,low,0.5525
13345,medium,0.9948
13346,medium,0.9138
13347,medium,0.5562
13348,medium,0.8299
13349,low,0.9245
13350,low,0.9957
13351,low,0.9983
13352,medium,0.9381
13353,medium,0.996
13354,low,0.9828
13355,medium,0.9953
13356,low,0.544
13357,low,0.9979
13358,medium,0.9871
13359,medium,0.9509
13360,medium,0.9881
13361,low,0.9839
13362,medium,0.9883
13363,medium,0.9746
13364,medium,0.9923
13365,medium,0.9905
13366,high,0.9342
13367,low,0.9026
13368,medium,0.9925
13369,low,0.9981
13370,low,0.9985
13371,low,0.9802
13372,medium,0.9499
13373,medium,0.9834
13374,medium,0.9573
13375,low,0.9963
13376,low,0.9821
13377,medium,0.9749
13378,medium,0.7988
13379,medium,0.9891
13380,medium,0.9913
13381,medium,0.9943
13382,high,0.881
13383,low,0.9624
13384,high,0.8206
13385,medium,0.9969
13386,low,0.9982
13387,medium,0.9969
13388,low,0.8582
13389,low,0.9987
13390,medium,0.993
13391,low,0.9568
13392,medium,0.5089
13393,medium,0.9577
13394,medium,0.9925
13395,low,0.9975
13396,low,0.9703
13397,low,0.9765
13398,low,0.7501
13399,low,0.9837
13400,medium,0.9963
13401,medium,0.9911
13402,low,0.9984
13403,medium,0.9815
13404,medium,0.9907
13405,medium,0.7253
13406,medium,0.5209
13407,low,0.9913
13408,low,0.983
13409,low,0.9973
13410,medium,0.9905
13411,medium,0.9747
13412,medium,0.8686
13413,low,0.9986
13414,medium,0.9885
13415,high,0.9539
13416,low,0.9983
13417,medium,0.8564
13418,medium,0.9917
13419,medium,0.6856
13420,low,0.9948
13421,medium,0.9236
13422,low,0.9937
13423,low,0.9952
13424,medium,0.9711
13425,low,0.9948
13426,medium,0.9179
13427,low,0.9955
13428,medium,0.9926
13429,medium,0.9931
13430,low,0.9982
13431,medium,0.9806
13432,medium,0.8752
13433,medium,0.9871
13434,medium,0.9934
13435,medium,0.933
13436,low,0.975
13437,medium,0.9616
13438,low,0.9026
13439,medium,0.9565
13440,medium,0.9362
13441,medium,0.9948
13442,medium,0.9772
13443,medium,0.9964
13444,low,0.9975
13445,medium,0.9891
13446,medium,0.9957
13447,low,0.9818
13448,medium,0.9779
13449,medium,0.9965
13450,low,0.9969
13451,medium,0.5714
13452,low,0.9941
13453,medium,0.9909
13454,low,0.992
13455,low,0.9904
13456,medium,0.9811
13457,low,0.9894
13458,medium,0.994
13459,low,0.9985
13460,medium,0.9914
13461,low,0.9988
13462,medium,0.9969
13463,medium,0.9932
13464,low,0.9907
13465,medium,0.7616
13466,medium,0.9876
13467,medium,0.9898
13468,medium,0.9896
13469,medium,0.8819
13470,medium,0.9847
13471,medium,0.9484
13472,medium,0.9963
13473,low,0.9974
13474,medium,0.9784
13475,medium,0.9932
13476,medium,0.9713
13477,low,0.6892
13478,medium,0.9947
13479,medium,0.8733
13480,medium,0.9827
13481,medium,0.9966
13482,high,0.7066
13483,medium,0.9822
13484,medium,0.8228
13485,medium,0.9514
13486,medium,0.9946
13487,medium,0.9468
13488,medium,0.9968
13489,medium,0.9772
13490,medium,0.9856
13491,medium,0.9015
13492,low,0.9985
13493,medium,0.9949
13494,medium,0.9909
13495,medium,0.9878
13496,medium,0.9575
13497,medium,0.9807
13498,low,0.7695
13499,low,0.9943
13500,low,0.9252
13501,medium,0.9929
13502,low,0.9802
13503,medium,0.9267
13504,medium,0.9715
13505,low,0.9982
13506,medium,0.8278
13507,low,0.9974
13508,medium,0.8962
13509,medium,0.9745
13510,low,0.9876
13511,medium,0.941
13512,medium,0.8506
13513,low,0.9983
13514,low,0.9983
13515,medium,0.9954
13516,medium,0.9699
13517,low,0.992
13518,medium,0.9865
13519,medium,0.9157
13520,medium,0.9943
13521,medium,0.8636
13522,medium,0.9924
13523,low,0.9982
13524,low,0.9985
13525,low,0.9985
13526,medium,0.9965
13527,medium,0.9958
13528,low,0.9906
13529,medium,0.9857
13530,low,0.9667
13531,medium,0.9156
13532,medium,0.9127
13533,low,0.9762
13534,low,0.9814
13535,low,0.9985
13536,low,0.9485
13537,low,0.9977
13538,medium,0.9863
13539,medium,0.9397
13540,medium,0.9962
13541,low,0.9975
13542,medium,0.9933
13543,low,0.9914
13544,medium,0.9941
13545,low,0.9688
13546,low,0.993
13547,low,0.9983
13548,medium,0.9916
13549,low,0.992
13550,medium,0.9879
13551,medium,0.9913
13552,low,0.9941
13553,low,0.9969
13554,medium,0.9964
13555,low,0.9985
13556,medium,0.9947
13557,low,0.9964
13558,medium,0.983
13559,medium,0.9957
13560,low,0.9975
13561,medium,0.9965
13562,medium,0.9933
13563,medium,0.9635
13564,low,0.9312
13565,medium,0.8678
13566,medium,0.9965
13567,medium,0.9883
13568,low,0.9987
13569,low,0.9962
13570,medium,0.9891
13571,low,0.9949
13572,medium,0.6322
13573,medium,0.9784
13574,medium,0.9853
13575,low,0.9532
13576,low,0.9971
13577,medium,0.969
13578,medium,0.9659
13579,medium,0.938
13580,medium,0.9167
13581,medium,0.8497
13582,medium,0.9891
13583,low,0.9853
13584,medium,0.9379
13585,medium,0.9878
13586,medium,0.9971
13587,low,0.9753
13588,medium,0.9409
13589,high,0.753
13590,medium,0.9944
13591,high,0.5712
13592,medium,0.9731
13593,medium,0.8401
13594,low,0.9976
13595,low,0.9766
13596,medium,0.9957
13597,low,0.9963
13598,low,0.9986
13599,low,0.9967
13600,low,0.9957
13601,low,0.9694
13602,medium,0.9928
13603,medium,0.9945
13604,low,0.9949
13605,medium,0.9763
13606,medium,0.9816
13607,low,0.9878
13608,medium,0.9922
13609,medium,0.7923
13610,low,0.9978
13611,low,0.9443
13612,medium,0.9488
13613,medium,0.9943
13614,low,0.9977
13615,medium,0.9834
13616,low,0.9926
13617,low,0.9983
13618,medium,0.9429
13619,medium,0.9614
13620,low,0.9885
13621,medium,0.7341
13622,low,0.9928
13623,medium,0.9861
13624,high,0.6244
13625,medium,0.9958
13626,low,0.9984
13627,medium,0.9791
13628,medium,0.9851
13629,low,0.96
13630,medium,0.991
13631,medium,0.992
13632,medium,0.9955
13633,medium,0.9489
13634,low,0.9978
13635,medium,0.9877
13636,medium,0.9173
13637,medium,0.9799
13638,low,0.9954
13639,medium,0.9485
13640,low,0.6443
13641,medium,0.9597
13642,high,0.8916
13643,medium,0.9797
13644,low,0.9976
13645,medium,0.9522
13646,low,0.527
13647,low,0.9988
13648,medium,0.9624
13649,medium,0.8415
13650,high,0.5066
13651,medium,0.9763
13652,medium,0.9314
13653,medium,0.9921
13654,low,0.9895
13655,low,0.9927
13656,medium,0.9938
13658,medium,0.8327
13659,medium,0.7178
13660,medium,0.9651
13661,low,0.9924
13662,medium,0.6645
13663,medium,0.9329
13664,medium,0.9861
13665,low,0.9939
13666,medium,0.9395
13667,low,0.998
13668,medium,0.9937
13669,medium,0.9938
13670,medium,0.9924
13671,medium,0.9945
13672,low,0.9899
13673,medium,0.9401
13674,medium,0.9111
13675,low,0.9931
13676,low,0.9984
13677,low,0.9964
13678,medium,0.9962
13679,medium,0.9747
13680,medium,0.9777
13681,low,0.987
13682,low,0.9815
13683,medium,0.9962
13684,low,0.9144
13685,low,0.9983
13686,low,0.9897
13687,medium,0.963
13688,low,0.9456
13689,medium,0.9943
13690,medium,0.9661
13691,high,0.9496
13692,low,0.997
13693,low,0.9965
13694,low,0.9966
13695,low,0.9826
13696,low,0.9984
13697,low,0.9276
13698,low,0.9951
13699,medium,0.976
13700,medium,0.5601
13701,medium,0.9953
13702,medium,0.9959
13703,high,0.6661
13704,low,0.9953
13706,low,0.983
13707,medium,0.9968
13708,low,0.983
13709,medium,0.9734
13710,low,0.9936
13711,medium,0.9825
13712,medium,0.9935
13713,low,0.9988
13714,low,0.9973
13715,medium,0.9899
13716,medium,0.9955
13717,low,0.8902
13718,medium,0.9909
13719,medium,0.7849
13720,low,0.9684
13721,medium,0.9947
13722,low,0.9986
13723,low,0.9976
13724,low,0.9974
13725,medium,0.9966
13726,low,0.9988
13727,medium,0.9936
13728,medium,0.887
13729,low,0.9906
13730,medium,0.9855
13731,medium,0.9479
13732,low,0.9476
13733,medium,0.9923
13734,medium,0.9929
13735,medium,0.98
13736,medium,0.6416
13737,medium,0.9894
13738,medium,0.9911
13739,medium,0.9724
13740,medium,0.9924
13741,low,0.9949
13742,low,0.9979
13743,low,0.9872
13744,low,0.997
13745,medium,0.9934
13746,medium,0.9915
13747,medium,0.9964
13748,low,0.9984
13749,low,0.9481
13750,medium,0.6997
13751,low,0.9915
13752,medium,0.7185
13753,medium,0.8538
13754,low,0.9981
13755,medium,0.9849
13756,medium,0.9955
13757,medium,0.9877
13758,medium,0.8341
13759,low,0.9987
13760,low,0.9553
13761,low,0.9952
13762,low,0.9952
13763,low,0.9944
13764,medium,0.9843
13765,low,0.996
13766,medium,0.9841
13767,medium,0.5212
13768,medium,0.7246
13769,low,0.9942
13770,low,0.9962
13771,medium,0.9945
13772,medium,0.9956
13773,medium,0.9831
13774,medium,0.9894
13775,low,0.9913
13776,medium,0.9082
13777,low,0.9699
13778,medium,0.9804
13779,medium,0.9965
13780,medium,0.9962
13781,low,0.9982
13782,low,0.9971
13783,low,0.978
13784,medium,0.9952
13785,low,0.9982
13786,low,0.9871
13787,low,0.9281
13788,medium,0.9888
13789,medium,0.9955
13790,medium,0.78
13791,medium,0.9814
13792,low,0.973
13793,low,0.9979
13794,medium,0.9965
13795,low,0.9692
13796,medium,0.9916
13797,medium,0.9918
13798,high,0.9319
13799,medium,0.9767
13800,medium,0.9758
13801,medium,0.9881
13802,medium,0.9934
13803,medium,0.997
13804,medium,0.9847
13805,low,0.9917
13806,low,0.9958
13807,medium,0.9934
13808,low,0.9748
13809,low,0.9788
13810,low,0.6984
13811,medium,0.9847
13812,medium,0.927
13813,medium,0.9947
13814,medium,0.9903
13815,high,0.5975
13816,medium,0.9904
13817,medium,0.9702
13818,medium,0.9965
13819,medium,0.6124
13820,low,0.9783
13821,medium,0.9939
13822,medium,0.958
13823,low,0.9955
13824,low,0.9985
13825,low,0.949
13826,medium,0.9069
13827,medium,0.959
13828,medium,0.9737
13829,medium,0.992
13830,medium,0.9793
13831,medium,0.9699
13832,medium,0.9945
13833,low,0.7734
13834,medium,0.9967
13835,medium,0.9008
13836,medium,0.9748
13837,low,0.9965
13838,medium,0.9588
13839,medium,0.9932
13840,medium,0.9968
13841,low,0.9927
13842,low,0.9938
13843,medium,0.9907
13844,medium,0.9469
13845,medium,0.9778
13846,medium,0.936
13847,medium,0.9872
13848,medium,0.639
13849,medium,0.9943
13850,medium,0.8227
13851,medium,0.9965
13852,low,0.9919
13853,low,0.9584
13854,low,0.9876
13855,medium,0.987
13856,medium,0.9865
13857,medium,0.9923
13858,medium,0.8909
13859,medium,0.9941
13860,low,0.9981
13861,medium,0.9887
13862,high,0.6871
13863,medium,0.7373
13864,high,0.8815
13865,medium,0.9841
13866,low,0.9975
13867,medium,0.995
13868,medium,0.9854
13869,medium,0.9949
13870,low,0.9214
13871,medium,0.9513
13872,low,0.9619
13873,high,0.8808
13874,medium,0.9887
13875,medium,0.9926
13876,low,0.9512
13877,low,0.9773
13878,medium,0.9911
13879,medium,0.9843
13880,low,0.9983
13881,low,0.7787
13882,medium,0.9902
13883,medium,0.9945
13884,medium,0.8619
13885,medium,0.9917
13886,medium,0.8166
13887,low,0.9825
13888,high,0.8889
13889,medium,0.976
13890,medium,0.9821
13891,medium,0.9925
13892,low,0.9833
13893,low,0.9925
13894,low,0.997
13895,medium,0.5193
13896,low,0.9984
13897,medium,0.9902
13898,low,0.8347
13899,medium,0.9341
13900,medium,0.944
13901,medium,0.9936
13902,medium,0.9757
13903,low,0.9825
13904,medium,0.9765
13905,medium,0.9528
13906,medium,0.9654
13907,medium,0.995
13908,low,0.9609
13909,medium,0.8239
13910,medium,0.9937
13911,medium,0.9338
13912,medium,0.9897
13913,medium,0.9903
13914,low,0.9753
13915,medium,0.9939
13916,low,0.9899
13917,medium,0.9896
13918,low,0.9922
13919,medium,0.681
13920,medium,0.9855
13921,medium,0.9752
13922,medium,0.9929
13923,medium,0.9766
13924,medium,0.9947
13925,medium,0.9726
13926,low,0.9847
13927,low,0.9976
13928,medium,0.9791
13929,medium,0.7209
13930,medium,0.9921
13931,low,0.9975
13932,low,0.9379
13933,low,0.9962
13934,medium,0.9952
13935,medium,0.9883
13936,low,0.9985
13937,low,0.9919
13938,medium,0.9911
13939,medium,0.9374
13940,low,0.9966
13941,medium,0.9713
13942,medium,0.9934
13943,medium,0.9914
13944,medium,0.9835
13945,low,0.9986
13946,medium,0.7303
13947,medium,0.9903
13948,low,0.9833
13949,low,0.6666
13950,low,0.9977
13951,medium,0.9229
13952,low,0.9985
13953,medium,0.989
13954,medium,0.9931
13955,medium,0.9527
13956,medium,0.9392
13957,medium,0.9952
13958,medium,0.9963
13959,medium,0.9788
13960,medium,0.9921
13961,medium,0.9653
13962,medium,0.9947
13963,medium,0.8851
13964,low,0.9862
13965,low,0.9855
13966,medium,0.9893
13967,low,0.9986
13968,low,0.995
13969,medium,0.5469
13970,medium,0.7647
13971,low,0.6054
13972,medium,0.8266
13973,low,0.996
13974,medium,0.9925
13975,medium,0.9431
13976,medium,0.867
13977,low,0.9937
13978,medium,0.5923
13979,medium,0.9156
13980,medium,0.995
13981,low,0.9739
13982,medium,0.9054
13983,medium,0.9819
13984,medium,0.995
13985,low,0.9977
13986,medium,0.9884
13987,low,0.9982
13988,low,0.9898
13989,low,0.9974
13990,low,0.9962
13991,medium,0.966
13992,medium,0.9782
13993,medium,0.9917
13994,medium,0.8574
13995,medium,0.9947
13996,medium,0.9924
13997,low,0.9988
13998,medium,0.9832
13999,low,0.9981
14000,medium,0.9935
14001,low,0.9988
14002,low,0.9978
14003,medium,0.9621
14004,low,0.9985
14005,low,0.9986
14006,medium,0.9923
14007,medium,0.9793
14008,medium,0.9923
14009,medium,0.9595
14010,medium,0.9866
14011,medium,0.9439
14012,medium,0.9949
14014,low,0.9846
14015,medium,0.9962
14016,low,0.5698
14017,medium,0.9685
14018,medium,0.9898
14019,low,0.991
14020,low,0.9983
14021,medium,0.9957
14022,medium,0.9642
14023,medium,0.9846
14024,medium,0.9676
14025,low,0.9986
14026,medium,0.9849
14027,medium,0.9344
14028,medium,0.8625
14029,medium,0.995
14030,low,0.9786
14031,medium,0.9826
14032,low,0.9763
14033,medium,0.9947
14034,low,0.5607
14035,low,0.9967
14036,medium,0.6175
14037,medium,0.9932
14038,low,0.9745
14039,medium,0.997
14040,medium,0.9861
14041,medium,0.9968
14042,low,0.8715
14043,medium,0.9764
14044,medium,0.9955
14045,medium,0.6287
14046,medium,0.9556
14047,low,0.9807
14048,medium,0.995
14049,low,0.9979
14050,medium,0.9877
14051,medium,0.9753
14052,low,0.9974
14053,low,0.9785
14054,medium,0.8851
14055,low,0.8688
14056,medium,0.9597
14057,medium,0.9718
14058,low,0.997
14059,medium,0.9683
14060,medium,0.9965
14061,medium,0.9776
14062,medium,0.9928
14063,medium,0.9862
14064,medium,0.9858
14065,low,0.9982
14066,low,0.815
14067,medium,0.9924
14068,low,0.9988
14069,medium,0.9842
14070,medium,0.9955
14071,medium,0.9814
14072,medium,0.9941
14073,high,0.9531
14074,medium,0.9802
14075,medium,0.7486
14076,low,0.9958
14077,low,0.9899
14078,medium,0.9736
14079,low,0.9933
14080,medium,0.9967
14081,medium,0.9549
14082,low,0.9973
14083,medium,0.4806
14084,high,0.6423
14085,low,0.9966
14086,medium,0.9946
14087,low,0.9988
14088,low,0.9365
14089,low,0.9923
14090,medium,0.9728
14091,low,0.9967
14092,medium,0.9826
14093,low,0.988
14094,low,0.9932
14095,medium,0.7256
14096,medium,0.748
14097,low,0.9986
14098,medium,0.9004
14099,medium,0.9904
14100,medium,0.9811
14101,low,0.9558
14102,medium,0.9757
14104,medium,0.6969
14105,medium,0.9846
14106,medium,0.9918
14107,medium,0.9965
14108,medium,0.9593
14109,medium,0.9817
14110,low,0.9951
14111,low,0.9988
14112,medium,0.9816
14113,medium,0.9792
14114,medium,0.8965
14115,low,0.9888
14116,low,0.9986
14117,low,0.9982
14118,low,0.9979
14119,low,0.9567
14120,low,0.9966
14121,low,0.9918
14122,medium,0.904
14123,low,0.99
14124,medium,0.9291
14125,medium,0.9773
14126,medium,0.9956
14127,low,0.9984
14128,medium,0.8444
14129,medium,0.9952
14130,low,0.9977
14131,medium,0.9882
14132,medium,0.9942
14133,medium,0.9401
14134,low,0.7458
14135,low,0.9987
14136,medium,0.9961
14137,medium,0.9946
14138,medium,0.9227
14139,low,0.8838
14140,low,0.9881
14141,low,0.9777
14142,medium,0.9933
14143,low,0.9658
14144,medium,0.9931
14145,medium,0.9739
14146,medium,0.9888
14147,medium,0.9815
14148,low,0.9976
14149,high,0.6967
14150,medium,0.9954
14151,low,0.9655
14152,medium,0.9628
14153,medium,0.9948
14154,medium,0.9669
14155,medium,0.9815
14156,high,0.916
14157,medium,0.9956
14158,low,0.9982
14159,low,0.9785
14160,low,0.9933
14161,medium,0.9844
14162,medium,0.9922
14163,medium,0.887
14164,medium,0.9824
14165,medium,0.9926
14166,medium,0.9724
14167,low,0.9664
14168,medium,0.9956
14169,medium,0.9682
14170,low,0.9987
14171,low,0.7829
14172,low,0.9963
14173,low,0.9963
14174,low,0.9968
14175,medium,0.986
14176,medium,0.9944
14177,medium,0.9623
14178,medium,0.8121
14179,medium,0.9833
14180,low,0.9986
14181,low,0.9941
14182,medium,0.9619
14183,medium,0.9837
14184,medium,0.9812
14185,medium,0.9888
14186,medium,0.9119
14187,medium,0.9812
14188,medium,0.9955
14189,low,0.9847
14190,medium,0.9917
14191,low,0.9354
14192,low,0.9977
14193,medium,0.9929
14194,medium,0.934
14195,medium,0.9967
14196,medium,0.9927
14197,low,0.8853
14198,medium,0.9905
14199,medium,0.9848
14200,low,0.9897
14201,low,0.9951
14202,medium,0.9763
14203,medium,0.9957
14204,low,0.9328
14205,medium,0.9782
14206,medium,0.9934
14207,medium,0.948
14208,low,0.9961
14209,low,0.9986
14210,low,0.9894
14211,medium,0.9953
14212,medium,0.9961
14213,medium,0.9891
14214,low,0.9847
14215,medium,0.9872
14216,low,0.7426
14217,low,0.996
14218,medium,0.9893
14219,low,0.9988
14220,medium,0.9911
14221,low,0.9988
14222,medium,0.9891
14223,low,0.9963
14224,low,0.9978
14225,low,0.9988
14226,medium,0.9955
14227,medium,0.9887
14228,low,0.8393
14229,medium,0.9935
14230,low,0.998
14231,medium,0.984
14232,medium,0.9752
14233,medium,0.9841
14234,low,0.9799
14235,low,0.9975
14236,low,0.9976
14237,low,0.9941
14238,medium,0.993
14239,medium,0.9964
14240,low,0.9979
14241,medium,0.9723
14242,medium,0.9936
14243,medium,0.9915
14244,low,0.705
14245,medium,0.9955
14246,medium,0.941
14247,medium,0.9965
14248,medium,0.9894
14249,low,0.9784
14250,high,0.6976
14251,medium,0.9732
14252,low,0.9933
14253,low,0.9983
14254,medium,0.9811
14255,medium,0.9623
14256,medium,0.9889
14257,medium,0.9617
14258,low,0.8678
14259,low,0.9962
14260,medium,0.9734
14261,medium,0.9949
14262,medium,0.9967
14263,low,0.6826
14264,medium,0.9942
14265,low,0.9986
14266,medium,0.8078
14267,medium,0.9902
14268,medium,0.9897
14269,medium,0.9281
14270,medium,0.9924
14271,medium,0.7906
14272,medium,0.9707
14273,medium,0.9887
14274,medium,0.9717
14275,low,0.9988
14276,medium,0.988
14277,low,0.9984
14278,low,0.9983
14279,medium,0.9898
14280,low,0.9928
14281,low,0.9981
14282,medium,0.9459
14283,medium,0.9968
14284,high,0.9537
14285,medium,0.994
14286,medium,0.9789
14287,medium,0.9931
14288,low,0.9744
14289,low,0.9979
14290,medium,0.9914
14291,medium,0.9759
14292,medium,0.9399
14293,medium,0.9964
14295,low,0.998
14296,medium,0.9849
14297,medium,0.9778
14298,low,0.9919
14299,low,0.9973
14300,medium,0.9947
14301,low,0.9988
14302,low,0.9954
14303,low,0.9901
14304,low,0.998
14305,medium,0.9578
14306,low,0.9987
14307,high,0.9507
14308,medium,0.9614
14309,medium,0.5933
14310,low,0.996
14311,medium,0.9927
14312,low,0.9971
14313,medium,0.6402
14314,medium,0.9701
14315,medium,0.9865
14316,high,0.5781
14317,medium,0.991
14318,medium,0.9762
14319,low,0.9794
14320,low,0.998
14321,medium,0.9931
14322,low,0.9939
14323,medium,0.9803
14324,medium,0.9768
14325,medium,0.9902
14326,low,0.9567
14327,medium,0.9923
14328,low,0.9959
14329,low,0.9961
14330,medium,0.9575
14331,medium,0.9911
14332,medium,0.9959
14333,low,0.9985
14334,medium,0.9839
14335,medium,0.8497
14336,high,0.8589
14337,medium,0.9895
14338,low,0.9774
14339,medium,0.9711
14340,medium,0.9893
14341,medium,0.961
14342,medium,0.8535
14343,medium,0.8096
14344,low,0.9663
14345,medium,0.9925
14346,low,0.9984
14347,low,0.9962
14348,medium,0.9896
14349,low,0.9957
14350,medium,0.9868
14351,medium,0.9731
14352,medium,0.9926
14353,low,0.8566
14354,medium,0.9818
14355,low,0.9928
14356,low,0.9962
14357,medium,0.9931
14358,low,0.996
14359,low,0.9948
14360,low,0.9899
14361,medium,0.9926
14362,low,0.9977
14363,medium,0.9714
14364,medium,0.9947
14365,medium,0.9832
14366,medium,0.9946
14367,low,0.9645
14368,medium,0.9958
14369,medium,0.9654
14370,low,0.9985
14371,medium,0.9686
14372,medium,0.9969
14373,low,0.9498
14374,low,0.9951
14375,medium,0.9771
14376,medium,0.9728
14377,low,0.98
14378,medium,0.9724
14379,medium,0.9865
14380,medium,0.9957
14381,medium,0.9907
14382,low,0.9703
14383,medium,0.9951
14384,medium,0.9805
14385,high,0.8959
14386,low,0.9838
14387,low,0.9904
14388,low,0.9277
14389,low,0.6988
14390,low,0.995
14391,low,0.997
14392,low,0.9611
14393,medium,0.9962
14394,low,0.9983
14395,low,0.9986
14396,low,0.946
14397,medium,0.9949
14398,high,0.6452
14399,low,0.9981
14400,medium,0.9694
14401,medium,0.9952
14402,medium,0.8736
14403,low,0.9951
14404,low,0.994
14405,low,0.922
14406,medium,0.9889
14407,medium,0.9944
14408,medium,0.9896
14409,medium,0.7821
14410,low,0.992
14411,medium,0.9902
14412,medium,0.9944
14413,medium,0.9809
14414,medium,0.9814
14415,low,0.9786
14416,medium,0.983
14417,low,0.9962
14418,medium,0.9822
14419,medium,0.9906
14420,low,0.9533
14421,low,0.9911
14422,medium,0.9844
14423,low,0.9984
14424,low,0.9792
14425,low,0.995
14426,medium,0.6384
14427,high,0.4947
14428,medium,0.9965
14429,low,0.9859
14430,low,0.9982
14431,medium,0.8094
14432,low,0.9883
14433,low,0.9946
14434,low,0.9943
14435,medium,0.9915
14436,medium,0.99
14437,low,0.988
14438,low,0.9957
14439,medium,0.9497
14440,medium,0.9825
14441,high,0.9385
14442,medium,0.9476
14443,high,0.9547
14444,medium,0.9606
14445,medium,0.9695
14446,medium,0.9688
14447,medium,0.9322
14448,low,0.9888
14449,medium,0.9937
14450,medium,0.5434
14451,medium,0.9937
14452,medium,0.9665
14453,medium,0.995
14454,low,0.4769
14455,medium,0.9322
14456,medium,0.9138
14457,high,0.6735
14458,low,0.9968
14459,medium,0.9761
14460,medium,0.9505
14461,low,0.9981
14462,medium,0.9689
14463,medium,0.9347
14464,low,0.9944
14465,low,0.9837
14466,low,0.9983
14467,low,0.9928
14468,medium,0.9912
14469,medium,0.8677
14470,low,0.9987
14471,low,0.9947
14472,medium,0.7865
14473,medium,0.9864
14474,low,0.7911
14475,medium,0.9762
14476,medium,0.9741
14477,medium,0.8758
14478,low,0.9833
14479,medium,0.9052
14480,medium,0.9791
14481,medium,0.9712
14482,low,0.9893
14483,medium,0.985
14484,medium,0.9964
14485,medium,0.9575
14486,medium,0.9935
14487,high,0.946
14488,medium,0.995
14489,low,0.975
14490,medium,0.9958
14491,medium,0.9832
14492,low,0.9743
14493,medium,0.9947
14494,medium,0.9967
14495,low,0.9864
14496,medium,0.762
14497,low,0.9646
14498,medium,0.9891
14499,low,0.9515
14500,low,0.9941
14501,low,0.9825
14502,medium,0.9857
14503,medium,0.981
14504,medium,0.9917
14505,medium,0.9877
14506,medium,0.9949
14507,low,0.9895
14508,low,0.9958
14509,medium,0.9824
14510,low,0.9937
14511,medium,0.9969
14512,medium,0.9847
14513,low,0.9569
14514,low,0.9977
14515,medium,0.9867
14516,low,0.9972
14517,medium,0.9845
14518,medium,0.9896
14519,medium,0.961
14520,medium,0.9887
14521,medium,0.9964
14522,low,0.9987
14523,medium,0.9587
14524,low,0.9975
14525,low,0.9971
14526,medium,0.9953
14527,medium,0.9876
14528,medium,0.9742
14529,low,0.9976
14530,medium,0.9911
14531,medium,0.9748
14532,medium,0.9931
14533,high,0.8098
14534,medium,0.9966
14535,high,0.8455
14536,medium,0.9961
14537,low,0.8806
14538,medium,0.9958
14539,low,0.995
14540,medium,0.6057
14541,medium,0.9427
14542,medium,0.9934
14543,medium,0.833
14544,low,0.998
14545,medium,0.9872
14546,medium,0.9957
14547,medium,0.9969
14548,low,0.9946
14549,low,0.9988
14550,medium,0.9961
14551,medium,0.9968
14552,medium,0.9946
14553,medium,0.9904
14554,medium,0.995
14555,medium,0.9892
14556,medium,0.9346
14557,low,0.9968
14558,medium,0.993
14559,low,0.9977
14560,low,0.9272
14561,medium,0.9948
14562,medium,0.9888
14563,medium,0.9939
14564,medium,0.9711
14565,medium,0.9965
14566,medium,0.9664
14567,low,0.9964
14568,medium,0.9843
14569,low,0.9842
14570,medium,0.937
14571,low,0.9962
14572,low,0.9879
14573,medium,0.9948
14574,low,0.9977
14575,low,0.9888
14576,medium,0.9913
14577,low,0.9987
14578,medium,0.9927
14579,low,0.9987
14580,low,0.9974
14581,medium,0.7965
14582,low,0.5856
14583,low,0.8236
14584,medium,0.9883
14585,medium,0.8958
14586,low,0.9982
14587,low,0.9986
14588,low,0.9346
14589,low,0.9383
14590,low,0.9842
14591,low,0.9508
14592,low,0.997
14593,medium,0.9567
14594,medium,0.7581
14595,medium,0.9808
14596,medium,0.975
14597,medium,0.4979
14598,low,0.9826
14599,high,0.9223
14600,medium,0.9902
14601,medium,0.9804
14602,medium,0.9955
14603,low,0.9014
14604,medium,0.988
14605,low,0.9938
14606,medium,0.9572
14607,low,0.9988
14608,medium,0.9875
14609,medium,0.5772
14610,low,0.9982
14611,medium,0.5942
14612,medium,0.9914
14613,medium,0.9749
14614,low,0.9977
14615,low,0.6855
14616,medium,0.9953
14617,low,0.9958
14618,low,0.9925
14619,low,0.9949
14620,low,0.9846
14621,low,0.9479
14622,medium,0.9129
14623,medium,0.993
14624,medium,0.9958
14625,low,0.9984
14626,low,0.9979
14627,medium,0.9853
14628,medium,0.987
14629,low,0.988
14630,medium,0.9046
14631,medium,0.9771
14632,medium,0.9818
14633,medium,0.9959
14634,low,0.9954
14635,medium,0.9479
14636,medium,0.8643
14637,medium,0.997
14638,low,0.9853
14639,low,0.8826
14640,low,0.9692
14641,low,0.9984
14642,low,0.9059
14643,medium,0.6362
14644,low,0.6225
14645,low,0.6373
14646,low,0.6097
14647,medium,0.9907
14648,medium,0.9927
14649,low,0.9824
14650,medium,0.9927
14651,medium,0.9355
14652,medium,0.9921
14653,low,0.9868
14654,low,0.9867
14655,low,0.9635
14656,medium,0.9826
14657,medium,0.9965
14658,high,0.948
