post_id,timestamp,risk_level,combined_score,substance_score,distress_score,behavior_score,evidence,substances,method,routing
,2011-08-03,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-12-15,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2010-03-21,low,0.045,0.15,0.0,0.0,"[""Substance: methadone (weight=0.15, ctx=negated)""]","[""methadone""]",rule_based,rule_based_low
,2009-03-11,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-02-20,low,0.225,0.75,0.0,0.0,"[""Substance: methadone (weight=0.75, ctx=active)""]","[""methadone""]",rule_based,send_to_llm
,2009-06-17,low,0.255,0.85,0.0,0.0,"[""Substance: percocet (weight=0.85, ctx=active)""]","[""percocet""]",rule_based,send_to_llm
,2015-03-29,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-05-21,low,0.054,0.18,0.0,0.0,"[""Substance: suboxone (weight=0.12, ctx=negated)"", ""Substance: withdrawal (weight=0.18, ctx=negated)""]","[""suboxone"", ""withdrawal""]",rule_based,rule_based_low
,2016-01-18,medium,0.332,0.0,0.95,0.0,"[""Urgency language: 1 pattern(s) matched"", ""Escalation language: 1 pattern(s) matched""]",[],rule_based,send_to_llm
,2016-04-09,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-10-06,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-04-15,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-01-12,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-06-03,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-09-17,low,0.255,0.85,0.0,0.0,"[""Substance: percocet (weight=0.85, ctx=active)""]","[""percocet""]",rule_based,send_to_llm
,2016-11-10,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-11-13,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-05-25,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-08-25,low,0.255,0.85,0.0,0.0,"[""Substance: oxycodone (weight=0.85, ctx=active)""]","[""oxycodone""]",rule_based,send_to_llm
,2011-05-29,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-05-02,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2008-11-30,medium,0.3,1.0,0.0,0.0,"[""Substance: fentanyl (weight=1.00, ctx=active)""]","[""fentanyl""]",rule_based,send_to_llm
,2014-11-11,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-10-29,medium,0.315,0.0,0.9,0.0,"[""Distress: relapse (phrases: back on)""]",[],rule_based,send_to_llm
,2014-01-25,low,0.03,0.1,0.0,0.0,"[""Substance: alcohol (weight=0.10, ctx=negated)""]","[""alcohol""]",rule_based,rule_based_low
,2017-05-01,medium,0.315,0.0,0.9,0.0,"[""Distress: relapse (phrases: back on)""]",[],rule_based,send_to_llm
,2016-04-19,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-11-20,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2010-02-07,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2008-12-22,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-03-28,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-09-17,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-11-18,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2010-03-18,low,0.03,0.1,0.0,0.0,"[""Substance: adderall (weight=0.10, ctx=negated)""]","[""adderall""]",rule_based,rule_based_low
,2016-09-30,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2010-09-16,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2010-04-16,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-01-16,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-09-28,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-11-24,low,0.28,0.0,0.8,0.0,"[""Distress: desperation (phrases: out of)""]",[],rule_based,send_to_llm
,2009-04-07,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-01-13,low,0.051,0.17,0.0,0.0,"[""Substance: oxycodone (weight=0.17, ctx=negated)""]","[""oxycodone""]",rule_based,rule_based_low
,2016-12-26,high,0.332,0.0,0.0,0.95,"[""Behavior: route_of_administration (1 pattern match)""]",[],rule_based,send_to_llm
,2015-02-23,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2010-11-04,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-05-28,medium,0.332,0.0,0.95,0.0,"[""Urgency language: 1 pattern(s) matched""]",[],rule_based,send_to_llm
,2016-02-03,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-08-27,high,0.377,0.15,0.0,0.95,"[""Substance: suboxone (weight=0.12, ctx=negated)"", ""Substance: methadone (weight=0.15, ctx=negated)"", ""Behavior: route_of_administration (1 pattern match)""]","[""suboxone"", ""methadone""]",rule_based,send_to_llm
,2015-05-03,low,0.27,0.9,0.0,0.0,"[""Substance: withdrawal (weight=0.90, ctx=active)""]","[""withdrawal""]",rule_based,send_to_llm
,2008-11-12,low,0.297,0.0,0.85,0.0,"[""Distress: withdrawal (phrases: sick)""]",[],rule_based,send_to_llm
,2012-12-10,medium,0.332,0.0,0.95,0.0,"[""Distress: relapse (phrases: back on)"", ""Urgency language: 1 pattern(s) matched""]",[],rule_based,send_to_llm
,2015-09-22,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-12-02,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2010-01-24,medium,0.332,0.0,0.95,0.0,"[""Urgency language: 1 pattern(s) matched""]",[],rule_based,send_to_llm
,2017-09-13,low,0.054,0.18,0.0,0.0,"[""Substance: klonopin (weight=0.08, ctx=negated)"", ""Substance: withdrawal (weight=0.18, ctx=negated)""]","[""klonopin"", ""withdrawal""]",rule_based,rule_based_low
,2015-11-05,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-06-29,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-04-19,low,0.297,0.0,0.85,0.0,"[""Distress: withdrawal (phrases: can't sleep)""]",[],rule_based,send_to_llm
,2013-05-17,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2008-11-18,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2010-09-01,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-04-15,high,0.35,0.0,1.0,0.0,"[""Distress: overdose (phrases: too much)""]",[],rule_based,send_to_llm
,2013-02-14,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-12-16,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-07-08,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-09-11,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-10-11,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-10-05,low,0.042,0.14,0.0,0.0,"[""Substance: xanax (weight=0.14, ctx=negated)""]","[""xanax""]",rule_based,rule_based_low
,2014-01-21,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-05-22,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-08-27,low,0.257,0.1,0.65,0.0,"[""Substance: alcohol (weight=0.10, ctx=negated)"", ""Distress: craving (phrases: craving)""]","[""alcohol""]",rule_based,send_to_llm
,2014-09-27,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-11-12,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-08-02,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-05-24,low,0.297,0.0,0.85,0.0,"[""Distress: withdrawal (phrases: sick)""]",[],rule_based,send_to_llm
,2016-04-16,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-10-07,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-12-05,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-04-05,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2012-10-18,low,0.297,0.0,0.85,0.0,"[""Distress: withdrawal (phrases: sick)""]",[],rule_based,send_to_llm
,2017-04-12,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-07-11,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-03-15,low,0.297,0.0,0.85,0.0,"[""Distress: withdrawal (phrases: sick)""]",[],rule_based,send_to_llm
,2016-10-29,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-12-16,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-02-14,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-03-19,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-02-04,low,0.045,0.15,0.0,0.0,"[""Substance: methadone (weight=0.15, ctx=negated)""]","[""methadone""]",rule_based,rule_based_low
,2017-05-10,medium,0.332,0.0,0.95,0.0,"[""Urgency language: 1 pattern(s) matched""]",[],rule_based,send_to_llm
,2017-04-25,low,0.036,0.12,0.0,0.0,"[""Substance: suboxone (weight=0.12, ctx=negated)""]","[""suboxone""]",rule_based,rule_based_low
,2017-04-03,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-08-31,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-09-21,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-05-29,low,0.297,0.0,0.85,0.0,"[""Distress: withdrawal (phrases: withdrawals)"", ""Distress: desperation (phrases: out of)""]",[],rule_based,send_to_llm
,2012-06-01,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-03-27,medium,0.332,0.0,0.95,0.0,"[""Urgency language: 1 pattern(s) matched""]",[],rule_based,send_to_llm
,2014-02-15,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-01-23,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-06-04,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-09-08,low,0.09,0.3,0.0,0.0,"[""Substance: suboxone (weight=0.30, ctx=past tense)""]","[""suboxone""]",rule_based,rule_based_low
,2017-07-08,low,0.051,0.17,0.0,0.0,"[""Substance: oxycodone (weight=0.17, ctx=negated)""]","[""oxycodone""]",rule_based,rule_based_low
,2011-07-18,low,0.27,0.9,0.0,0.0,"[""Substance: xanax (weight=0.70, ctx=active)"", ""Substance: withdrawal (weight=0.90, ctx=active)""]","[""xanax"", ""withdrawal""]",rule_based,send_to_llm
,2015-03-29,low,0.15,0.5,0.0,0.0,"[""Substance: adderall (weight=0.50, ctx=active)""]","[""adderall""]",rule_based,rule_based_low
,2008-10-22,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-06-02,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-04-15,low,0.297,0.0,0.85,0.0,"[""Distress: withdrawal (phrases: sweating)""]",[],rule_based,send_to_llm
,2013-01-19,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-07-11,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2012-03-15,low,0.21,0.7,0.0,0.0,"[""Substance: xanax (weight=0.70, ctx=active)""]","[""xanax""]",rule_based,send_to_llm
,2010-04-10,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2010-04-19,low,0.051,0.17,0.0,0.0,"[""Substance: vicodin (weight=0.08, ctx=negated)"", ""Substance: percocet (weight=0.17, ctx=negated)"", ""Substance: oxycodone (weight=0.17, ctx=negated)""]","[""vicodin"", ""percocet"", ""oxycodone""]",rule_based,rule_based_low
,2013-12-16,low,0.28,0.0,0.8,0.0,"[""Distress: desperation (phrases: out of)""]",[],rule_based,send_to_llm
,2012-09-23,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-11-11,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-08-09,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-01-08,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-04-17,medium,0.31,0.1,0.8,0.0,"[""Substance: adderall (weight=0.10, ctx=negated)"", ""Distress: desperation (phrases: out of)""]","[""adderall""]",rule_based,send_to_llm
,2017-09-02,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-01-25,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2010-02-03,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-10-28,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-05-12,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-07-15,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2012-12-20,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-02-18,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-10-05,medium,0.315,0.0,0.9,0.0,"[""Distress: relapse (phrases: back on)""]",[],rule_based,send_to_llm
,2017-10-05,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-03-02,low,0.28,0.0,0.8,0.0,"[""Distress: desperation (phrases: out of)""]",[],rule_based,send_to_llm
,2015-03-16,low,0.054,0.18,0.0,0.0,"[""Substance: withdrawal (weight=0.18, ctx=negated)""]","[""withdrawal""]",rule_based,rule_based_low
,2012-04-14,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-03-11,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2012-05-12,low,0.255,0.85,0.0,0.0,"[""Substance: oxycodone (weight=0.85, ctx=active)""]","[""oxycodone""]",rule_based,send_to_llm
,2008-09-04,low,0.28,0.0,0.8,0.0,"[""Distress: desperation (phrases: out of)""]",[],rule_based,send_to_llm
,2012-05-07,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-11-17,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-11-16,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-11-07,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-07-27,low,0.075,0.25,0.0,0.0,"[""Substance: adderall (weight=0.25, ctx=past tense)""]","[""adderall""]",rule_based,rule_based_low
,2012-08-29,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2010-12-06,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-09-16,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-12-08,high,0.35,0.0,1.0,0.0,"[""Distress: desperation (phrases: out of)"", ""Distress: overdose (phrases: too much)""]",[],rule_based,send_to_llm
,2008-05-02,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-07-26,low,0.297,0.0,0.85,0.0,"[""Distress: withdrawal (phrases: sweating)""]",[],rule_based,send_to_llm
,2017-05-09,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-07-15,low,0.054,0.18,0.0,0.0,"[""Substance: cocaine (weight=0.16, ctx=negated)"", ""Substance: withdrawal (weight=0.18, ctx=negated)""]","[""cocaine"", ""withdrawal""]",rule_based,rule_based_low
,2015-02-02,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-03-29,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-12-29,medium,0.332,0.0,0.95,0.0,"[""Urgency language: 1 pattern(s) matched""]",[],rule_based,send_to_llm
,2008-03-14,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2010-08-13,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2012-12-06,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-02-09,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-03-25,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-11-01,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-12-23,medium,0.31,0.1,0.8,0.0,"[""Substance: adderall (weight=0.10, ctx=negated)"", ""Distress: desperation (phrases: out of)""]","[""adderall""]",rule_based,send_to_llm
,2008-04-22,low,0.12,0.4,0.0,0.0,"[""Substance: vicodin (weight=0.40, ctx=active)""]","[""vicodin""]",rule_based,rule_based_low
,2017-02-27,low,0.06,0.2,0.0,0.0,"[""Substance: opioid intoxication (weight=0.20, ctx=negated)"", ""Substance: oxycodone (weight=0.17, ctx=negated)""]","[""opioid intoxication"", ""oxycodone""]",rule_based,rule_based_low
,2011-12-01,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-03-06,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2012-02-21,low,0.297,0.0,0.85,0.0,"[""Distress: withdrawal (phrases: withdrawals)""]",[],rule_based,send_to_llm
,2016-02-09,low,0.297,0.0,0.85,0.0,"[""Distress: withdrawal (phrases: withdrawals, shaking)"", ""Distress: hopelessness (phrases: hopeless)""]",[],rule_based,send_to_llm
,2011-02-12,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-10-06,low,0.18,0.6,0.0,0.0,"[""Substance: suboxone (weight=0.60, ctx=active)""]","[""suboxone""]",rule_based,send_to_llm
,2017-07-07,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-11-27,low,0.054,0.18,0.0,0.0,"[""Substance: withdrawal (weight=0.18, ctx=negated)""]","[""withdrawal""]",rule_based,rule_based_low
,2016-11-25,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-05-20,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-08-11,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-07-26,low,0.28,0.0,0.8,0.0,"[""Distress: desperation (phrases: out of)""]",[],rule_based,send_to_llm
,2011-10-09,low,0.042,0.14,0.0,0.0,"[""Substance: xanax (weight=0.14, ctx=negated)"", ""Substance: klonopin (weight=0.08, ctx=negated)""]","[""xanax"", ""klonopin""]",rule_based,rule_based_low
,2017-05-07,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-08-27,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-02-04,medium,0.369,0.18,0.9,0.0,"[""Substance: withdrawal (weight=0.18, ctx=negated)"", ""Distress: relapse (phrases: back on)""]","[""withdrawal""]",rule_based,send_to_llm
,2010-04-26,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2008-06-23,low,0.255,0.85,0.0,0.0,"[""Substance: percocet (weight=0.85, ctx=active)""]","[""percocet""]",rule_based,send_to_llm
,2009-04-17,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-10-18,medium,0.351,0.18,0.85,0.0,"[""Substance: withdrawal (weight=0.18, ctx=negated)"", ""Distress: withdrawal (phrases: withdrawals)""]","[""withdrawal""]",rule_based,send_to_llm
,2014-02-15,low,0.042,0.14,0.0,0.0,"[""Substance: xanax (weight=0.14, ctx=negated)""]","[""xanax""]",rule_based,rule_based_low
,2015-10-16,low,0.28,0.0,0.8,0.0,"[""Distress: desperation (phrases: out of)""]",[],rule_based,send_to_llm
,2015-07-14,medium,0.315,0.0,0.9,0.0,"[""Distress: relapse (phrases: back on)""]",[],rule_based,send_to_llm
,2015-12-22,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-05-08,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-05-23,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-06-17,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-03-21,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-12-01,low,0.28,0.0,0.8,0.0,"[""Distress: desperation (phrases: out of, last one)""]",[],rule_based,send_to_llm
,2012-09-24,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-03-23,low,0.225,0.75,0.0,0.0,"[""Substance: methadone (weight=0.75, ctx=active)""]","[""methadone""]",rule_based,send_to_llm
,2016-06-12,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-02-21,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-02-08,low,0.15,0.5,0.0,0.0,"[""Substance: adderall (weight=0.50, ctx=active)""]","[""adderall""]",rule_based,rule_based_low
,2010-12-17,low,0.15,0.5,0.0,0.0,"[""Substance: heroin (weight=0.50, ctx=past tense)"", ""Substance: methadone (weight=0.38, ctx=past tense)""]","[""heroin"", ""methadone""]",rule_based,rule_based_low
,2017-01-26,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-07-19,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-08-29,low,0.297,0.0,0.85,0.0,"[""Distress: withdrawal (phrases: withdrawals)""]",[],rule_based,send_to_llm
,2008-06-02,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2008-03-26,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-04-16,high,0.404,0.18,1.0,0.0,"[""Substance: alcohol (weight=0.10, ctx=negated)"", ""Substance: withdrawal (weight=0.18, ctx=negated)"", ""Distress: withdrawal (phrases: withdrawals)"", ""Distress: overdose (phrases: too much)""]","[""alcohol"", ""withdrawal""]",rule_based,send_to_llm
,2015-01-26,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-06-01,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-01-15,medium,0.328,0.1,0.85,0.0,"[""Substance: adderall (weight=0.10, ctx=negated)"", ""Distress: withdrawal (phrases: can't sleep)""]","[""adderall""]",rule_based,send_to_llm
,2009-05-21,low,0.28,0.0,0.8,0.0,"[""Distress: desperation (phrases: out of)""]",[],rule_based,send_to_llm
,2009-12-14,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-09-28,low,0.225,0.75,0.0,0.0,"[""Substance: xanax (weight=0.70, ctx=active)"", ""Substance: methadone (weight=0.75, ctx=active)""]","[""xanax"", ""methadone""]",rule_based,send_to_llm
,2014-10-24,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2010-06-24,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-04-18,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2008-11-07,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-07-24,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-01-31,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-04-26,medium,0.315,0.0,0.9,0.0,"[""Distress: relapse (phrases: back on)""]",[],rule_based,send_to_llm
,2013-03-26,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2010-12-22,low,0.28,0.0,0.8,0.0,"[""Distress: desperation (phrases: out of)""]",[],rule_based,send_to_llm
,2017-10-13,low,0.255,0.85,0.0,0.0,"[""Substance: percocet (weight=0.85, ctx=active)""]","[""percocet""]",rule_based,send_to_llm
,2015-03-02,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-03-27,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-11-17,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-04-09,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2008-11-30,medium,0.3,1.0,0.0,0.0,"[""Substance: fentanyl (weight=1.00, ctx=active)""]","[""fentanyl""]",rule_based,send_to_llm
,2011-02-01,medium,0.448,0.5,0.85,0.0,"[""Substance: cannabis (weight=0.20, ctx=active)"", ""Substance: alcohol (weight=0.50, ctx=active)"", ""Distress: withdrawal (phrases: withdrawals)""]","[""cannabis"", ""alcohol""]",rule_based,send_to_llm
,2015-05-01,low,0.28,0.0,0.8,0.0,"[""Distress: desperation (phrases: out of)""]",[],rule_based,send_to_llm
,2011-03-25,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-01-06,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-06-25,medium,0.448,0.5,0.85,0.0,"[""Substance: adderall (weight=0.50, ctx=active)"", ""Distress: withdrawal (phrases: kicking)""]","[""adderall""]",rule_based,send_to_llm
,2012-09-14,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-03-27,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2008-09-12,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-09-01,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-04-02,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2012-11-06,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-07-27,medium,0.315,0.0,0.9,0.0,"[""Distress: relapse (phrases: back on)"", ""Distress: withdrawal (phrases: withdrawals, sweating)""]",[],rule_based,send_to_llm
,2008-07-02,low,0.27,0.9,0.0,0.0,"[""Substance: withdrawal (weight=0.90, ctx=active)""]","[""withdrawal""]",rule_based,send_to_llm
,2012-11-18,low,0.225,0.75,0.0,0.0,"[""Substance: methadone (weight=0.75, ctx=active)""]","[""methadone""]",rule_based,send_to_llm
,2009-09-15,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-05-24,low,0.297,0.0,0.0,0.85,"[""Behavior: dose_manipulation (1 pattern match)""]",[],rule_based,send_to_llm
,2014-08-22,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-04-29,medium,0.315,0.0,0.9,0.0,"[""Distress: relapse (phrases: back on)""]",[],rule_based,send_to_llm
,2015-12-06,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-08-22,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-01-05,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2008-06-29,low,0.225,0.75,0.0,0.0,"[""Substance: methadone (weight=0.75, ctx=active)""]","[""methadone""]",rule_based,send_to_llm
,2017-03-15,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-06-06,medium,0.315,0.0,0.9,0.0,"[""Distress: relapse (phrases: back on)""]",[],rule_based,send_to_llm
,2015-04-10,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-03-09,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-10-27,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-08-13,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-03-06,low,0.227,0.0,0.65,0.0,"[""Distress: craving (phrases: need it)""]",[],rule_based,send_to_llm
,2009-08-13,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-04-04,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
